name,loc,sql_size,sql_length,sql_hardness,tables,total_cols,unique_cols,total_rows,total_cells,total_bytes,input_cols,unique_input_cols,input_rows,input_cells,input_bytes,output_cols,output_rows,output_cells,output_bytes
spider/flight_1/0043,,74,316,extra,3,9,5,120,283,2400,8,5,116,279,2337,1,4,4,63
spider/flight_1/0044,,43,181,hard,3,9,5,138,301,2680,8,5,116,279,2337,1,22,22,343
spider/flight_1/0045,,27,123,extra,2,6,4,86,187,1371,5,4,85,186,1345,1,1,1,26
spider/flight_1/0046,,36,140,extra,2,6,4,90,191,1438,5,4,85,186,1345,1,5,5,93
spider/flight_1/0047,,31,141,extra,2,7,4,101,233,1973,5,4,100,231,1929,2,1,2,44
spider/flight_1/0048,,45,187,extra,3,9,5,117,280,2360,8,5,116,279,2337,1,1,1,23
spider/flight_4/0001,,12,47,easy,1,10,9,7185,64657,671700,9,9,7184,64656,671674,1,1,1,26
spider/flight_4/0002,,21,96,medium,1,13,9,7188,64672,671939,9,9,7184,64656,671674,4,4,16,265
spider/flight_4/0003,,6,29,easy,1,8,7,6163,43135,308421,7,7,6162,43134,308401,1,1,1,20
spider/flight_4/0004,,12,54,easy,1,8,7,6163,43135,308420,7,7,6162,43134,308401,1,1,1,19
spider/flight_4/0005,,14,61,easy,1,10,9,7185,64657,671700,9,9,7184,64656,671674,1,1,1,26
spider/flight_4/0006,,19,75,medium,1,10,9,7310,64782,675072,9,9,7184,64656,671674,1,126,126,3398
spider/flight_4/0007,,12,53,medium,1,8,7,6168,43140,308494,7,7,6162,43134,308401,1,6,6,93
spider/flight_4/0008,,14,60,easy,1,10,9,8769,66241,708841,9,9,7184,64656,671674,1,1585,1585,37167
spider/flight_4/0009,,11,60,medium,1,10,9,7185,64657,671694,9,9,7184,64656,671674,1,1,1,20
spider/flight_4/0010,,12,63,medium,1,10,9,7185,64657,671693,9,9,7184,64656,671674,1,1,1,19
spider/flight_4/0011,,14,69,easy,1,10,9,7185,64657,671704,9,9,7184,64656,671674,1,1,1,30
spider/flight_4/0012,,25,110,medium,2,16,14,73403,581055,2477744,15,14,73402,581054,2477724,1,1,1,20
spider/flight_4/0013,,24,103,medium,2,18,17,74425,602577,2841017,17,17,74424,602576,2840997,1,1,1,20
spider/flight_4/0014,,17,81,medium,1,12,9,7185,64659,671741,9,9,7184,64656,671674,3,1,3,67
spider/flight_4/0015,,17,86,medium,1,12,9,7185,64659,671740,9,9,7184,64656,671674,3,1,3,66
spider/flight_4/0016,,35,165,extra,2,20,17,74425,602579,2841092,17,17,74424,602576,2840997,3,1,3,95
spider/flight_4/0017,,31,138,extra,2,17,14,73412,581074,2477953,15,14,73402,581054,2477724,2,10,20,229
spider/flight_4/0018,,35,165,extra,2,20,17,74425,602579,2841092,17,17,74424,602576,2840997,3,1,3,95
spider/flight_4/0019,,27,126,medium,2,16,14,73403,581055,2477759,15,14,73402,581054,2477724,1,1,1,35
spider/flight_4/0020,,13,76,hard,1,8,7,6163,43135,308429,7,7,6162,43134,308401,1,1,1,28
spider/flight_4/0021,,19,95,extra,1,8,7,6163,43135,308429,7,7,6162,43134,308401,1,1,1,28
spider/flight_4/0022,,14,85,extra,1,9,7,6440,43690,312204,7,7,6162,43134,308401,2,278,556,3803
spider/flight_4/0023,,14,85,extra,1,11,9,7421,65130,674961,9,9,7184,64656,671674,2,237,474,3287
spider/flight_4/0024,,20,111,hard,1,11,9,8393,67074,687398,9,9,7184,64656,671674,2,1209,2418,15724
spider/flight_4/0025,,20,91,medium,1,10,9,7198,64670,671836,9,9,7184,64656,671674,1,14,14,162
spider/flight_4/0026,,,93,easy,1,10,9,7185,64657,671692,9,9,7184,64656,671674,1,1,1,18
spider/flight_4/0027,,17,76,medium,1,11,9,7623,65534,676965,9,9,7184,64656,671674,2,439,878,5291
spider/flight_4/0028,,17,77,medium,1,10,9,7299,64771,672835,9,9,7184,64656,671674,1,115,115,1161
spider/flight_4/0029,,25,111,medium,2,19,17,77582,608892,2930051,17,17,74424,602576,2840997,2,3158,6316,89054
spider/flight_4/0030,,28,134,hard,2,19,17,77582,608892,2930051,17,17,74424,602576,2840997,2,3158,6316,89054
spider/flight_4/0031,,13,68,medium,1,11,9,7421,65130,677208,9,9,7184,64656,671674,2,237,474,5534
spider/flight_4/0032,,14,59,easy,1,10,9,7508,64980,674924,9,9,7184,64656,671674,1,324,324,3250
spider/flight_4/0033,,32,147,extra,2,18,14,73949,582695,2493689,15,14,73402,581054,2477724,3,547,1641,15965
spider/flight_4/0034,,25,105,medium,2,18,17,74425,602577,2841017,17,17,74424,602576,2840997,1,1,1,20
spider/flight_4/0035,,44,182,hard,3,25,19,80587,645711,3149416,24,19,80586,645710,3149398,1,1,1,18
spider/flight_4/0036,,25,133,medium,2,18,17,74425,602577,2841016,17,17,74424,602576,2840997,1,1,1,19
spider/flight_4/0037,,35,204,extra,2,18,17,74425,602577,2841016,17,17,74424,602576,2840997,1,1,1,19
spider/flight_4/0038,,35,206,extra,2,18,17,84931,613083,2912315,17,17,74424,602576,2840997,1,10507,10507,71318
spider/flight_4/0039,,27,121,extra,2,16,14,73403,581055,2477743,15,14,73402,581054,2477724,1,1,1,19
spider/flight_4/0040,,34,152,extra,2,18,17,74425,602577,2841046,17,17,74424,602576,2840997,1,1,1,49
spider/flight_4/0041,,34,152,extra,2,18,17,74425,602577,2841046,17,17,74424,602576,2840997,1,1,1,49
spider/flight_company/0001,,12,48,easy,1,9,8,14,105,866,8,8,13,104,848,1,1,1,18
spider/flight_company/0002,,15,77,medium,1,11,8,26,143,1380,8,8,13,104,848,3,13,39,532
spider/flight_company/0003,,18,78,medium,1,10,6,18,90,921,6,6,9,54,510,4,9,36,411
spider/flight_company/0004,,8,58,easy,1,7,6,15,85,1084,6,6,14,84,1040,1,1,1,44
spider/flight_company/0005,,14,57,easy,1,9,8,14,105,875,8,8,13,104,848,1,1,1,27
spider/flight_company/0006,,23,100,medium,2,16,13,40,214,2362,14,13,27,188,1888,2,13,26,474
spider/flight_company/0007,,12,51,easy,1,7,6,17,62,686,6,6,9,54,510,1,8,8,176
spider/flight_company/0008,,26,117,medium,2,15,13,28,189,1913,14,13,27,188,1888,1,1,1,25
spider/flight_company/0009,,32,133,medium,2,16,13,30,194,1976,14,13,27,188,1888,2,3,6,88
spider/flight_company/0010,,35,152,extra,2,17,13,23,161,1408,14,13,22,158,1358,3,1,3,50
spider/flight_company/0011,,34,154,hard,2,15,13,24,160,1389,14,13,22,158,1358,1,2,2,31
spider/flight_company/0012,,16,94,hard,1,8,6,15,86,1077,6,6,14,84,1040,2,1,2,37
spider/flight_company/0013,,21,117,extra,2,15,13,23,159,1375,14,13,22,158,1358,1,1,1,17
spider/flight_company/0014,,52,279,extra,2,15,13,28,189,1909,14,13,27,188,1888,1,1,1,21
spider/flight_company/0015,,12,58,medium,1,7,6,10,55,549,6,6,9,54,510,1,1,1,39
spider/flight_company/0016,,36,158,hard,3,22,17,44,258,2459,20,17,36,242,2398,2,8,16,61
spider/flight_company/0017,,11,61,medium,1,8,6,16,68,620,6,6,9,54,510,2,7,14,110
spider/flight_company/0018,,14,64,easy,1,7,6,10,55,538,6,6,9,54,510,1,1,1,28
spider/flight_company/0019,,13,70,hard,1,9,8,14,105,869,8,8,13,104,848,1,1,1,21
spider/game_1/0001,,6,32,easy,1,4,3,7,19,313,3,3,6,18,296,1,1,1,17
spider/game_1/0002,,8,45,easy,1,4,3,7,19,326,3,3,6,18,296,1,1,1,30
spider/game_1/0003,,6,38,easy,1,4,3,12,24,441,3,3,6,18,296,1,6,6,145
spider/game_1/0004,,12,58,medium,1,5,3,12,30,569,3,3,6,18,296,2,6,12,273
spider/game_1/0005,,12,67,easy,1,4,3,7,19,318,3,3,6,18,296,1,1,1,22
spider/game_1/0006,,12,61,easy,1,4,3,7,19,329,3,3,6,18,296,1,1,1,33
spider/game_1/0007,,12,82,easy,1,4,3,7,19,313,3,3,6,18,296,1,1,1,17
spider/game_1/0008,,11,61,medium,1,5,3,12,30,466,3,3,6,18,296,2,6,12,170
spider/game_1/0009,,13,75,hard,1,4,3,7,19,326,3,3,6,18,296,1,1,1,30
spider/game_1/0010,,13,70,hard,1,4,3,7,19,330,3,3,6,18,296,1,1,1,34
spider/game_1/0011,,12,49,easy,1,9,8,35,273,1328,8,8,34,272,1311,1,1,1,17
spider/game_1/0012,,12,46,easy,1,9,8,37,275,1340,8,8,34,272,1311,1,3,3,29
spider/game_1/0013,,12,43,easy,1,9,8,52,290,1451,8,8,34,272,1311,1,18,18,140
spider/game_1/0014,,23,91,medium,1,12,8,40,296,1485,8,8,34,272,1311,4,6,24,174
spider/game_1/0015,,14,65,easy,1,9,8,43,281,1378,8,8,34,272,1311,1,9,9,67
spider/game_1/0016,,8,48,easy,1,6,5,15,71,422,5,5,14,70,387,1,1,1,35
spider/game_1/0017,,8,44,easy,1,6,5,15,71,418,5,5,14,70,387,1,1,1,31
spider/game_1/0018,,12,54,easy,1,6,5,22,78,446,5,5,14,70,387,1,8,8,59
spider/game_1/0019,,26,108,medium,2,14,12,56,350,1763,13,12,48,342,1698,1,8,8,65
spider/game_1/0020,,8,39,easy,1,6,5,15,71,414,5,5,14,70,387,1,1,1,27
spider/game_1/0021,,21,94,medium,1,6,5,15,71,413,5,5,14,70,387,1,1,1,26
spider/game_1/0022,,11,68,medium,1,7,5,24,90,532,5,5,14,70,387,2,10,20,145
spider/game_1/0023,,16,85,medium,1,8,5,26,106,563,5,5,14,70,387,3,12,36,176
spider/game_1/0024,,16,73,easy,1,6,5,24,80,458,5,5,14,70,387,1,10,10,71
spider/game_1/0025,,31,145,extra,2,15,12,49,344,1734,13,12,48,342,1698,2,1,2,36
spider/game_1/0026,,19,108,extra,1,6,5,15,71,412,5,5,14,70,387,1,1,1,25
spider/game_1/0027,,12,61,hard,2,14,12,70,364,1841,13,12,48,342,1698,1,22,22,143
spider/game_1/0028,,24,112,hard,2,14,12,52,346,1733,13,12,48,342,1698,1,4,4,35
spider/game_1/0029,,24,113,hard,2,14,12,50,344,1721,13,12,48,342,1698,1,2,2,23
spider/game_1/0030,,24,106,hard,2,14,12,72,366,1853,13,12,48,342,1698,1,24,24,155
spider/game_1/0031,,40,165,hard,2,15,12,49,344,1749,13,12,48,342,1698,2,1,2,51
spider/game_1/0032,,32,131,extra,2,15,12,49,344,1751,13,12,48,342,1698,2,1,2,53
spider/game_1/0033,,8,45,easy,1,4,3,11,31,183,3,3,10,30,153,1,1,1,30
spider/game_1/0034,,12,62,hard,2,12,10,73,331,1649,11,10,44,302,1464,1,29,29,185
spider/game_1/0035,,12,68,hard,2,9,7,25,101,557,8,7,24,100,540,1,1,1,17
spider/game_1/0036,,13,72,medium,1,5,3,16,42,228,3,3,10,30,153,2,6,12,75
spider/game_1/0037,,13,70,medium,1,5,3,15,40,237,3,3,10,30,153,2,5,10,84
spider/game_1/0038,,28,142,extra,2,7,5,17,49,479,6,5,16,48,449,1,1,1,30
spider/game_1/0039,,29,135,medium,2,7,5,18,50,503,6,5,16,48,449,1,2,2,54
spider/game_1/0040,,44,175,hard,3,15,12,53,323,1829,14,12,50,320,1760,1,3,3,69
spider/game_1/0041,,38,159,hard,2,15,12,53,352,1787,13,12,48,342,1698,2,5,10,89
spider/game_injury/0001,,12,45,easy,1,9,8,21,161,1268,8,8,20,160,1250,1,1,1,18
spider/game_injury/0002,,9,45,easy,1,9,8,40,180,1570,8,8,20,160,1250,1,20,20,320
spider/game_injury/0003,,12,59,medium,1,11,8,40,220,1806,8,8,20,160,1250,3,20,60,556
spider/game_injury/0004,,18,83,medium,1,9,6,14,81,778,6,6,13,78,707,3,1,3,71
spider/game_injury/0005,,12,70,easy,1,7,6,16,81,759,6,6,13,78,707,1,3,3,52
spider/game_injury/0006,,18,106,medium,1,9,6,28,129,1434,6,6,15,90,1008,3,13,39,426
spider/game_injury/0007,,26,115,medium,2,15,13,36,251,2276,14,13,35,250,2258,1,1,1,18
spider/game_injury/0008,,36,146,medium,2,17,13,38,259,2358,14,13,35,250,2258,3,3,9,100
spider/game_injury/0009,,42,183,extra,3,22,18,49,330,3006,20,18,48,328,2965,2,1,2,41
spider/game_injury/0010,,49,205,extra,3,22,18,51,334,3059,20,18,48,328,2965,2,3,6,94
spider/game_injury/0011,,8,50,easy,1,7,6,16,91,1039,6,6,15,90,1008,1,1,1,31
spider/game_injury/0012,,15,88,extra,2,15,13,36,251,2275,14,13,35,250,2258,1,1,1,17
spider/game_injury/0013,,28,120,medium,2,15,13,36,251,2292,14,13,35,250,2258,1,1,1,34
spider/game_injury/0014,,74,332,extra,3,21,18,49,329,3000,20,18,48,328,2965,1,1,1,35
spider/game_injury/0015,,50,265,extra,3,23,18,52,340,3160,20,18,48,328,2965,3,4,12,195
spider/game_injury/0016,,12,49,medium,1,7,6,15,80,760,6,6,13,78,707,1,2,2,53
spider/game_injury/0017,,25,104,medium,2,16,13,45,262,2041,14,13,33,238,1957,2,12,24,84
spider/game_injury/0018,,27,121,medium,2,16,13,50,280,2752,14,13,35,250,2258,2,15,30,494
spider/gas_company/0001,,6,28,easy,1,10,9,11,91,761,9,9,10,90,743,1,1,1,18
spider/gas_company/0002,,12,68,medium,1,11,9,20,110,943,9,9,10,90,743,2,10,20,200
spider/gas_company/0003,,15,77,medium,1,11,9,16,102,931,9,9,10,90,743,2,6,12,188
spider/gas_company/0004,,12,75,medium,1,11,9,20,110,982,9,9,10,90,743,2,10,20,239
spider/gas_company/0005,,18,89,medium,1,12,9,11,93,833,9,9,10,90,743,3,1,3,90
spider/gas_company/0006,,6,42,easy,1,10,9,13,93,798,9,9,10,90,743,1,3,3,55
spider/gas_company/0007,,11,71,medium,1,11,9,15,100,821,9,9,10,90,743,2,5,10,78
spider/gas_company/0008,,13,82,medium,1,11,9,13,96,864,9,9,10,90,743,2,3,6,121
spider/gas_company/0009,,18,113,hard,1,11,9,11,92,790,9,9,10,90,743,2,1,2,47
spider/gas_company/0011,,15,91,medium,1,9,6,22,99,1111,6,6,11,66,768,3,11,33,343
spider/gas_company/0012,,14,70,easy,1,7,6,12,67,785,6,6,11,66,768,1,1,1,17
spider/gas_company/0013,,14,85,extra,1,8,6,22,88,948,6,6,11,66,768,2,11,22,180
spider/gas_company/0014,,24,147,hard,1,10,9,13,93,777,9,9,10,90,743,1,3,3,34
spider/gas_company/0015,,18,104,hard,1,10,9,12,92,782,9,9,10,90,743,1,2,2,39
spider/gas_company/0016,,25,136,medium,2,14,11,21,118,935,12,11,16,108,841,2,5,10,94
spider/gas_company/0017,,18,123,extra,2,14,11,21,118,1020,12,11,16,108,841,2,5,10,179
spider/gas_company/0018,,37,189,hard,3,19,16,29,176,1651,18,16,27,174,1609,1,2,2,42
spider/gas_company/0019,,37,181,hard,3,19,16,33,180,1693,18,16,27,174,1609,1,6,6,84
spider/gas_company/0020,,19,112,extra,1,7,6,12,67,800,6,6,11,66,768,1,1,1,32
spider/gas_company/0021,,9,51,easy,1,7,6,22,77,913,6,6,11,66,768,1,11,11,145
spider/gas_company/0022,,24,142,medium,1,12,9,13,99,867,9,9,10,90,743,3,3,9,124
spider/gas_company/0023,,40,224,extra,3,20,16,30,180,1712,18,16,27,174,1609,2,3,6,103
spider/gymnast/0001,,6,28,easy,1,9,8,8,57,498,8,8,7,56,481,1,1,1,17
spider/gymnast/0002,,9,59,easy,1,9,8,14,63,556,8,8,7,56,481,1,7,7,75
spider/gymnast/0003,,9,68,easy,1,9,8,14,63,556,8,8,7,56,481,1,7,7,75
spider/gymnast/0004,,8,46,easy,1,9,8,8,57,533,8,8,7,56,481,1,1,1,52
spider/gymnast/0005,,9,41,easy,1,6,5,20,60,806,5,5,10,50,554,1,10,10,252
spider/gymnast/0006,,19,83,easy,2,14,13,24,113,1212,13,13,17,106,1035,1,7,7,177
spider/gymnast/0007,,26,120,medium,2,14,13,20,109,1128,13,13,17,106,1035,1,3,3,93
spider/gymnast/0008,,11,51,medium,1,6,5,11,51,570,5,5,10,50,554,1,1,1,16
spider/gymnast/0009,,11,49,medium,1,6,5,15,55,681,5,5,10,50,554,1,5,5,127
spider/gymnast/0010,,25,119,hard,2,14,13,18,107,1062,13,13,17,106,1035,1,1,1,27
spider/gymnast/0011,,21,87,easy,2,14,13,18,107,1073,13,13,17,106,1035,1,1,1,38
spider/gymnast/0012,,26,125,medium,2,14,13,19,108,1071,13,13,17,106,1035,1,2,2,36
spider/gymnast/0013,,25,125,medium,2,15,13,21,114,1136,13,13,17,106,1035,2,4,8,101
spider/gymnast/0014,,27,139,extra,2,14,13,18,107,1064,13,13,17,106,1035,1,1,1,29
spider/gymnast/0015,,28,129,medium,2,14,13,18,107,1064,13,13,17,106,1035,1,1,1,29
spider/gymnast/0016,,23,106,medium,2,14,13,24,113,1212,13,13,17,106,1035,1,7,7,177
spider/gymnast/0017,,25,140,hard,2,14,13,19,108,1067,13,13,17,106,1035,1,2,2,32
spider/gymnast/0018,,24,99,hard,1,6,5,11,51,583,5,5,10,50,554,1,1,1,29
spider/gymnast/0019,,8,43,easy,1,6,5,11,51,587,5,5,10,50,554,1,1,1,33
spider/gymnast/0020,,23,112,medium,2,14,13,24,113,1087,13,13,17,106,1035,1,7,7,52
spider/hospital_1/0001,,15,92,hard,1,4,3,4,10,115,3,3,3,9,87,1,1,1,28
spider/hospital_1/0002,,15,87,hard,1,4,3,4,10,100,3,3,3,9,87,1,1,1,13
spider/hospital_1/0003,,32,164,extra,2,9,6,13,47,638,7,6,12,45,574,2,1,2,64
spider/hospital_1/0004,,18,76,easy,2,14,13,22,96,1099,13,13,13,87,968,1,9,9,131
spider/hospital_1/0005,,30,130,medium,2,15,13,16,93,1054,13,13,13,87,968,2,3,6,86
spider/hospital_1/0006,,11,65,medium,1,8,7,10,64,688,7,7,9,63,659,1,1,1,29
spider/hospital_1/0007,,19,90,easy,2,12,11,27,108,1280,11,11,18,99,1146,1,9,9,134
spider/hospital_1/0008,,25,124,hard,2,12,11,22,103,1210,11,11,18,99,1146,1,4,4,64
spider/hospital_1/0009,,41,199,hard,3,12,9,32,96,977,10,9,23,78,705,2,9,18,272
spider/hospital_1/0010,,25,110,hard,2,14,13,14,88,990,13,13,13,87,968,1,1,1,22
spider/hospital_1/0011,,14,48,easy,1,6,5,4,16,218,5,5,3,15,195,1,1,1,23
spider/hospital_1/0012,,39,167,hard,3,17,14,17,79,1021,16,14,16,78,999,1,1,1,22
spider/hospital_1/0013,,47,183,extra,4,22,19,16,78,929,21,19,15,77,905,1,1,1,24
spider/hospital_1/0014,,17,73,hard,2,12,11,8,40,528,11,11,7,39,504,1,1,1,24
spider/hospital_1/0015,,27,140,extra,2,13,12,13,79,865,12,12,12,78,839,1,1,1,26
spider/hospital_1/0016,,25,120,medium,2,12,8,16,66,869,10,8,13,60,796,2,3,6,73
spider/hospital_1/0017,,28,123,medium,2,11,8,14,61,819,10,8,13,60,796,1,1,1,23
spider/hospital_1/0018,,34,158,medium,2,9,5,52,212,862,7,5,48,204,813,2,4,8,49
spider/hospital_1/0019,,34,156,medium,2,9,5,51,210,859,7,5,48,204,813,2,3,6,46
spider/hospital_1/0020,,12,57,easy,1,6,5,39,183,747,5,5,36,180,723,1,3,3,24
spider/hospital_1/0021,,8,41,easy,1,6,5,37,181,756,5,5,36,180,723,1,1,1,33
spider/hospital_1/0022,,37,174,hard,3,15,13,18,75,911,14,13,17,74,888,1,1,1,23
spider/hospital_1/0023,,41,197,hard,3,16,13,18,76,940,14,13,17,74,888,2,1,2,52
spider/hospital_1/0024,,25,120,medium,2,12,10,10,42,452,10,10,8,38,401,2,2,4,51
spider/hospital_1/0025,,12,57,medium,1,5,4,10,37,511,4,4,9,36,487,1,1,1,24
spider/hospital_1/0026,,11,60,medium,2,13,12,11,61,636,12,12,10,60,612,1,1,1,24
spider/hospital_1/0027,,37,145,hard,3,18,16,14,76,829,17,16,13,75,807,1,1,1,22
spider/hospital_1/0028,,9,45,easy,1,6,5,6,18,237,5,5,3,15,180,1,3,3,57
spider/hospital_1/0029,,19,98,easy,2,12,11,12,54,540,11,11,9,51,483,1,3,3,57
spider/hospital_1/0030,,9,50,easy,1,5,4,10,25,266,4,4,5,20,198,1,5,5,68
spider/hospital_1/0031,,25,119,hard,2,11,10,13,55,713,10,10,12,54,690,1,1,1,23
spider/hospital_1/0032,,15,85,medium,3,12,9,32,96,780,10,9,23,78,705,2,9,18,75
spider/hospital_1/0033,,25,136,medium,2,7,6,17,45,267,6,6,14,42,218,1,3,3,49
spider/hospital_1/0034,,19,66,medium,2,11,10,11,47,539,10,10,9,45,518,1,2,2,21
spider/hospital_1/0035,,18,68,medium,1,6,3,8,24,355,3,3,7,21,277,3,1,3,78
spider/hospital_1/0036,,12,59,medium,1,5,3,14,35,531,3,3,7,21,277,2,7,14,254
spider/hospital_1/0037,,11,49,medium,1,4,3,10,24,367,3,3,7,21,277,1,3,3,90
spider/hospital_1/0038,,37,158,hard,3,12,10,35,121,1317,11,10,31,117,1255,1,4,4,62
spider/hospital_1/0039,,36,167,extra,3,12,10,32,118,1275,11,10,31,117,1255,1,1,1,20
spider/hospital_1/0040,,39,169,hard,3,12,10,32,118,1293,11,10,31,117,1255,1,1,1,38
spider/hospital_1/0041,,37,164,hard,3,12,10,38,124,1451,11,10,31,117,1255,1,7,7,196
spider/hospital_1/0042,,49,216,hard,3,12,10,38,124,1451,11,10,31,117,1255,1,7,7,196
spider/hospital_1/0044,,49,228,hard,3,12,10,36,122,1399,11,10,31,117,1255,1,5,5,144
spider/hospital_1/0046,,45,205,extra,3,11,9,27,82,770,10,9,23,78,705,1,4,4,65
spider/hospital_1/0047,,43,190,hard,3,17,15,15,65,766,16,15,12,62,710,1,3,3,56
spider/hospital_1/0048,,35,187,extra,3,17,15,13,63,727,16,15,12,62,710,1,1,1,17
spider/hospital_1/0049,,6,32,easy,1,8,7,10,64,676,7,7,9,63,659,1,1,1,17
spider/hospital_1/0050,,19,87,easy,2,11,10,12,48,575,10,10,9,45,518,1,3,3,57
spider/hr_1/0001,,23,130,medium,2,17,13,240,1497,10707,15,13,134,1285,8986,2,106,212,1721
spider/hr_1/0002,,18,85,medium,1,14,11,157,1327,9290,11,11,107,1177,8262,3,50,150,1028
spider/hr_1/0003,,15,81,medium,1,13,11,108,1179,8307,11,11,107,1177,8262,2,1,2,45
spider/hr_1/0005,,12,61,easy,1,8,4,28,112,820,4,4,27,108,724,4,1,4,96
spider/hr_1/0006,,12,63,medium,1,12,11,195,1265,9338,11,11,107,1177,8262,1,88,88,1076
spider/hr_1/0007,,24,137,medium,1,16,11,195,1617,11332,11,11,107,1177,8262,5,88,440,3070
spider/hr_1/0008,,27,160,hard,1,16,11,195,1617,11332,11,11,107,1177,8262,5,88,440,3070
spider/hr_1/0009,,14,70,easy,1,12,11,137,1207,8820,11,11,107,1177,8262,1,30,30,558
spider/hr_1/0010,,28,115,medium,1,22,11,213,2343,16453,11,11,107,1177,8262,11,106,1166,8191
spider/hr_1/0012,,18,92,medium,1,14,11,111,1189,8382,11,11,107,1177,8262,3,4,12,120
spider/hr_1/0014,,22,99,extra,1,13,11,111,1185,8347,11,11,107,1177,8262,2,4,8,85
spider/hr_1/0015,,15,74,medium,1,13,11,214,1391,9378,11,11,107,1177,8262,2,107,214,1116
spider/hr_1/0016,,12,54,easy,1,22,11,214,2354,16524,11,11,107,1177,8262,11,107,1177,8262
spider/hr_1/0017,,22,99,extra,1,22,11,155,1705,12060,11,11,107,1177,8262,11,48,528,3798
spider/hr_1/0018,,12,54,easy,1,22,11,131,1441,10195,11,11,107,1177,8262,11,24,264,1933
spider/hr_1/0019,,12,50,easy,1,5,4,22,79,859,4,4,19,76,787,1,3,3,72
spider/hr_1/0022,,13,78,medium,1,7,5,19,71,667,5,5,11,55,500,2,8,16,167
spider/hr_1/0023,,16,92,easy,1,12,11,109,1179,8290,11,11,107,1177,8262,1,2,2,28
spider/hr_1/0024,,18,119,medium,1,12,11,112,1182,8303,11,11,107,1177,8262,1,5,5,41
spider/hr_1/0025,,19,109,medium,1,13,11,119,1201,8469,11,11,107,1177,8262,2,12,24,207
spider/hr_1/0026,,11,69,medium,1,8,6,38,168,1409,6,6,23,138,1288,2,15,30,121
spider/hr_1/0028,,14,77,easy,1,6,5,14,58,533,5,5,11,55,500,1,3,3,33
spider/hr_1/0029,,45,238,hard,4,26,20,254,1642,12827,24,20,182,1498,10695,2,72,144,2132
spider/hr_1/0030,,25,153,medium,2,17,13,145,1307,9171,15,13,134,1285,8986,2,11,22,185
spider/hr_1/0031,,25,112,medium,2,32,13,122,1296,9489,16,13,118,1232,8762,16,4,64,727
spider/hr_1/0032,,26,120,medium,2,17,14,145,1291,9599,15,14,126,1253,9049,2,19,38,550
spider/hr_1/0033,,25,135,extra,1,13,11,127,1217,8590,11,11,107,1177,8262,2,20,40,328
spider/hr_1/0034,,13,78,medium,1,13,11,119,1201,8410,11,11,107,1177,8262,2,12,24,148
spider/hr_1/0035,,24,161,extra,1,14,11,133,1255,8771,11,11,107,1177,8262,3,26,78,509
spider/hr_1/0036,,18,93,hard,1,12,11,158,1228,8535,11,11,107,1177,8262,1,51,51,273
spider/hr_1/0037,,25,145,extra,1,13,11,115,1193,8372,11,11,107,1177,8262,2,8,16,110
spider/hr_1/0038,,19,117,easy,2,16,13,145,1296,9134,15,13,134,1285,8986,1,11,11,148
spider/hr_1/0039,,26,137,medium,2,30,13,145,1450,10312,15,13,134,1285,8986,15,11,165,1326
spider/hr_1/0040,,16,70,easy,1,12,11,117,1187,8358,11,11,107,1177,8262,1,10,10,96
spider/hr_1/0041,,30,132,medium,2,17,14,160,1321,9930,15,14,126,1253,9049,2,34,68,881
spider/hr_1/0042,,30,158,medium,2,17,13,140,1297,9123,15,13,134,1285,8986,2,6,12,137
spider/hr_1/0043,,20,98,hard,1,22,11,118,1298,9241,11,11,107,1177,8262,11,11,121,979
spider/hr_1/0044,,23,141,hard,2,26,13,141,1362,9673,15,13,134,1285,8986,11,7,77,687
spider/hr_1/0045,,28,169,extra,1,14,11,141,1279,9199,11,11,107,1177,8262,3,34,102,937
spider/hr_1/0046,,35,197,extra,1,14,11,140,1276,9173,11,11,107,1177,8262,3,33,99,911
spider/hr_1/0047,,26,174,extra,1,14,11,191,1429,9886,11,11,107,1177,8262,3,84,252,1624
spider/hr_1/0048,,42,249,extra,1,15,11,147,1337,9298,11,11,107,1177,8262,4,40,160,1036
spider/hr_1/0049,,27,138,extra,1,13,11,208,1379,9623,11,11,107,1177,8262,2,101,202,1361
spider/hr_1/0050,,33,175,extra,1,15,11,117,1217,8583,11,11,107,1177,8262,4,10,40,321
spider/hr_1/0051,,19,99,medium,1,13,11,115,1193,8383,11,11,107,1177,8262,2,8,16,121
spider/hr_1/0052,,15,95,hard,2,27,13,218,2332,16499,16,13,118,1232,8762,11,100,1100,7737
spider/hr_1/0053,,22,130,medium,1,16,11,119,1237,8697,11,11,107,1177,8262,5,12,60,435
spider/hr_1/0054,,46,249,medium,3,26,18,263,1953,15164,21,18,157,1423,10274,5,106,530,4890
spider/hr_1/0055,,45,227,extra,3,24,18,160,1432,10412,21,18,157,1423,10274,3,3,9,138
spider/hr_1/0056,,27,146,medium,2,13,9,77,327,2902,10,9,50,246,2012,3,27,81,890
spider/hr_1/0057,,53,281,hard,4,28,20,254,1786,13842,24,20,182,1498,10695,4,72,288,3147
spider/hr_1/0058,,23,147,medium,2,17,13,145,1307,9171,15,13,134,1285,8986,2,11,22,185
spider/hr_1/0059,,42,214,hard,3,24,18,158,1426,10335,21,18,157,1423,10274,3,1,3,61
spider/icfp_1/0001,,6,28,easy,1,4,3,14,40,287,3,3,13,39,269,1,1,1,18
