Starting log for run db2csv_beam_smbop_17_c20
	29                 Lpbn1Jessie Alloway
	30       S(Sp4QbCM ryJfuNhoIox4F6U)LWl
	31                       To14Q)nbhs Bz
	32                  To14Q)nbhs BzO15Cv
	33           bfzOeA1b5P0Fnv)gWuc(9V1d2
	34                        dwina Burnam
	35                       essie Alloway
	36  gL(Loraine NygrenTania MattioliS(q
	37                       llie Rogalski
	38                   lpjKurt WalserX8U
	39  nW3Loraine NygrenTania MattioliOa6
	40         oraine NygrenTania Mattioli
	ACTUAL OUTPUT ====

		
		SELECT `contestant_name`
		FROM
		  (SELECT `contestant_name`
		   FROM `contestants` INTERSECT SELECT `contestant_name`
		   FROM `contestants`
		   WHERE (`contestant_name` != 'Jessie Alloway'))
		ORDER BY contestant_name

	                       contestant_name
	0                   tq8GJessie Alloway
	1   2CqLoraine NygrenTania Mattiolip21
	2                  7(TopB4XB0hwX1Vsiuf
	3                  7UxDfAllie Rogalski
	4                      7tSjFtqZrQyqroq
	5                        Allie Rogalsk
	6                       Allie Rogalski
	7                       ArF5rk9)XY1)27
	8                         Edwina Burna
	9                        Edwina Burnam
	10                  Edwina BurnamobStX
	11          G2m04Llg1tSzk5UoQmAOuuQkAL
	12                 Jessie AllowayGQYVP
	13                          Kurt Walse
	14                         Kurt Walser
	15        Loraine NygrenTania Mattioli
	16   Loraine NygrenTania Mattioli1 dHh
	17                 Lpbn1Jessie Alloway
	18       S(Sp4QbCM ryJfuNhoIox4F6U)LWl
	19                       To14Q)nbhs Bz
	20                  To14Q)nbhs BzO15Cv
	21           bfzOeA1b5P0Fnv)gWuc(9V1d2
	22                        dwina Burnam
	23                       essie Alloway
	24  gL(Loraine NygrenTania MattioliS(q
	25                       llie Rogalski
	26                   lpjKurt WalserX8U
	27  nW3Loraine NygrenTania MattioliOa6
	28         oraine NygrenTania Mattioli
No solution for instance db2csv/voter_1/0004_dev (4217)
Wrong output for base solution in instance db2csv/voter_1/0013_dev (4218)
	EXPECTED OUTPUT ====

	              created state  phone_number
	0 2018-03-09 19:03:21    NY    7182887233
	ACTUAL OUTPUT ====

		SELECT T2.created,
		       T2.state,
		       T2.phone_number
		FROM contestants AS T1
		JOIN votes AS T2 ON T1.contestant_number = T2.contestant_number
		WHERE T1.contestant_name = 'Tabatha Gehling'

	               created state  phone_number
	0  2018-03-09 19:03:21    NY    7182887233
Wrong output for ground truth in instance db2csv/voter_1/0013_dev (4218)
Wrong output for fuzzied solution in instance db2csv/voter_1/0014_dev (4219)
	EXPECTED OUTPUT ====

		SELECT T3.area_code
		FROM contestants AS T1
		JOIN votes AS T2 ON T1.contestant_number = T2.contestant_number
		JOIN area_code_state AS T3 ON T2.state = T3.state
		WHERE T1.contestant_name = 'Tabatha Gehling' INTERSECT
		  SELECT T3.area_code
		  FROM contestants AS T1
		  JOIN votes AS T2 ON T1.contestant_number = T2.contestant_number
		  JOIN area_code_state AS T3 ON T2.state = T3.state WHERE T1.contestant_name = 'Kelly Clauss'

	Empty DataFrame
	Columns: [area_code]
	Index: []
	ACTUAL OUTPUT ====

		
		SELECT `area_code`
		FROM
		  (SELECT `LHS`.`vote_id` AS `vote_id`,
		          `LHS`.`phone_number` AS `phone_number`,
		          `LHS`.`state` AS `state`,
		          `LHS`.`contestant_number` AS `contestant_number`,
		          `LHS`.`created` AS `created`,
		          `LHS`.`contestant_name` AS `contestant_name`,
		          `RHS`.`area_code` AS `area_code`
		   FROM
		     (SELECT `LHS`.`vote_id` AS `vote_id`,
		             `LHS`.`phone_number` AS `phone_number`,
		             `LHS`.`state` AS `state`,
		             `LHS`.`contestant_number` AS `contestant_number`,
		             `LHS`.`created` AS `created`,
		             `RHS`.`contestant_name` AS `contestant_name`
		      FROM `votes` AS `LHS`
		      INNER JOIN `contestants` AS `RHS` ON (`LHS`.`contestant_number` = `RHS`.`contestant_number`)) AS `LHS`
		   INNER JOIN `area_code_state` AS `RHS` ON (`LHS`.`state` = `RHS`.`state`))
		WHERE (`contestant_name` = 'Tabatha Gehling')
		ORDER BY area_code

	   area_code
	0        316
	1        319
Wrong output for base solution in instance db2csv/voter_1/0007_dev (4220)
	EXPECTED OUTPUT ====

	  state             created
	0    NY 2018-03-09 19:03:21
	1    NY 2018-03-09 19:03:36
	2    CA 2018-03-09 19:03:39
	3  NJ\n 2018-03-09 19:03:40
	ACTUAL OUTPUT ====

		SELECT DISTINCT state,
		                created
		FROM votes

	  state              created
	0    NY  2018-03-09 19:03:21
	1    NY  2018-03-09 19:03:36
	2    CA  2018-03-09 19:03:39
	3  NJ\n  2018-03-09 19:03:40
Wrong output for ground truth in instance db2csv/voter_1/0007_dev (4220)
No solution for instance db2csv/voter_1/0015_dev (4221)
Wrong output for fuzzied solution in instance db2csv/voter_1/0010_dev (4222)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM votes
		WHERE state = 'NY'
		  OR state = 'CA'

	   count(*)
	0         0
	ACTUAL OUTPUT ====

		
		SELECT n_distinct AS count___
		FROM
		  (SELECT COUNT(DISTINCT state) AS n_distinct
		   FROM votes)
		ORDER BY count___

	   count___
	0         5
Wrong output for base solution in instance db2csv/voter_1/0005_dev (4223)
	EXPECTED OUTPUT ====

	         max_created_
	0 2018-03-09 19:03:39
	ACTUAL OUTPUT ====

		SELECT max(created)
		FROM votes
		WHERE state = 'CA'

	          max(created)
	0  2018-03-09 19:03:39
Wrong output for ground truth in instance db2csv/voter_1/0005_dev (4223)
No solution for instance db2csv/poker_player/0027_dev (4224)
Wrong output for fuzzied solution in instance db2csv/poker_player/0021_dev (4225)
	EXPECTED OUTPUT ====

		SELECT T2.Money_Rank
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		ORDER BY T1.Height DESC
		LIMIT 1

	   money_rank
	0      166.02
	ACTUAL OUTPUT ====

		
		SELECT money_rank
		FROM
		  (SELECT LHS.people_id AS people_id,
		          LHS.nationality AS nationality,
		          LHS.name AS name,
		          LHS.birth_date AS birth_date,
		          LHS.height AS height,
		          LHS.poker_player_id AS poker_player_id,
		          LHS.final_table_made AS final_table_made,
		          LHS.best_finish AS best_finish,
		          LHS.money_rank AS money_rank,
		          LHS.earnings AS earnings
		   FROM
		     (SELECT LHS.people_id AS people_id,
		             LHS.nationality AS nationality,
		             LHS.name AS name,
		             LHS.birth_date AS birth_date,
		             LHS.height AS height,
		             RHS.poker_player_id AS poker_player_id,
		             RHS.final_table_made AS final_table_made,
		             RHS.best_finish AS best_finish,
		             RHS.money_rank AS money_rank,
		             RHS.earnings AS earnings
		      FROM people AS LHS
		      INNER JOIN poker_player AS RHS ON (LHS.people_id = RHS.people_id)) AS LHS
		   INNER JOIN
		     (SELECT MAX(height) AS height
		      FROM people) AS RHS ON (LHS.height = RHS.height))
		ORDER BY money_rank

	   money_rank
	0       68.01
	1      154.00
	2      166.00
	3      166.02
Wrong output for base solution in instance db2csv/poker_player/0033_dev (4227)
	EXPECTED OUTPUT ====

	                 name birth_date
	0    Semen Poltavskiy 1981-02-08
	1     Teodor Salparov 1982-08-16
	2        Maksim Botin 1983-07-14
	3   Aleksey Ostapenko 1986-05-26
	4  Yevgeni Sivozhelez 1986-08-08
	5      Sergey Grankin 1987-01-22
	6        Roman Bragin 1987-04-17
	ACTUAL OUTPUT ====

		SELECT Name,
		       Birth_Date
		FROM people
		ORDER BY Name ASC

	                 name        birth_date
	0        Roman Bragin    April 17, 1987
	1     Teodor Salparov   August 16, 1982
	2  Yevgeni Sivozhelez    August 8, 1986
	3    Semen Poltavskiy  February 8, 1981
	4      Sergey Grankin  January 22, 1987
	5        Maksim Botin     July 14, 1983
	6   Aleksey Ostapenko      May 26, 1986
Wrong output for ground truth in instance db2csv/poker_player/0033_dev (4227)
No solution for instance db2csv/poker_player/0029_dev (4229)
No solution for instance db2csv/poker_player/0036_dev (4233)
Wrong output for fuzzied solution in instance db2csv/poker_player/0003_dev (4234)
	EXPECTED OUTPUT ====

		SELECT Earnings
		FROM poker_player
		ORDER BY Earnings DESC

	    earnings
	0  104871.00
	1  104871.02
	2  142799.98
	3  142800.00
	4  142800.00
	5  142800.00
	6  142800.00
	ACTUAL OUTPUT ====

		
		SELECT earnings
		FROM
		  (SELECT earnings,
		          MAX(earnings) AS maxearnings
		   FROM poker_player
		   GROUP BY earnings)
		ORDER BY earnings

	    earnings
	0  104871.00
	1  104871.02
	2  142799.98
	3  142800.00
Wrong output for base solution in instance db2csv/poker_player/0034_dev (4236)
	EXPECTED OUTPUT ====

	                 name birth_date
	0    Semen Poltavskiy 1981-02-08
	1     Teodor Salparov 1982-08-16
	2        Maksim Botin 1983-07-14
	3   Aleksey Ostapenko 1986-05-26
	4  Yevgeni Sivozhelez 1986-08-08
	5      Sergey Grankin 1987-01-22
	6        Roman Bragin 1987-04-17
	ACTUAL OUTPUT ====

		SELECT Name,
		       Birth_Date
		FROM people
		ORDER BY Name ASC

	                 name        birth_date
	0        Roman Bragin    April 17, 1987
	1     Teodor Salparov   August 16, 1982
	2  Yevgeni Sivozhelez    August 8, 1986
	3    Semen Poltavskiy  February 8, 1981
	4      Sergey Grankin  January 22, 1987
	5        Maksim Botin     July 14, 1983
	6   Aleksey Ostapenko      May 26, 1986
Wrong output for ground truth in instance db2csv/poker_player/0034_dev (4236)
Wrong output for fuzzied solution in instance db2csv/poker_player/0024_dev (4238)
	EXPECTED OUTPUT ====

		SELECT avg(T2.Earnings)
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		WHERE T1.Height > 200

	   avg(t2.earnings)
	0      8.477208e+08
	ACTUAL OUTPUT ====

		
		SELECT meanearnings AS avg_t2_earnings_
		FROM
		  (SELECT AVG(earnings) AS meanearnings
		   FROM
		     (SELECT *
		      FROM poker_player AS LHS
		      WHERE NOT EXISTS
		          (SELECT 1
		           FROM
		             (SELECT *
		              FROM people
		              WHERE (height < 200.0)) AS RHS
		           WHERE (LHS.people_id = RHS.people_id) )))
		ORDER BY avg_t2_earnings_

	   avg_t2_earnings_
	0      6.782431e+08
No solution for instance db2csv/poker_player/0026_dev (4240)
No solution for instance db2csv/poker_player/0035_dev (4241)
No solution for instance db2csv/poker_player/0016_dev (4242)
No solution for instance db2csv/poker_player/0009_dev (4243)
No solution for instance db2csv/poker_player/0008_dev (4245)
Wrong output for base solution in instance db2csv/poker_player/0019_dev (4246)
	EXPECTED OUTPUT ====

	  birth_date
	0 1986-08-08
	ACTUAL OUTPUT ====

		SELECT T1.Birth_Date
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		ORDER BY T2.Earnings ASC
		LIMIT 1

	       birth_date
	0  August 8, 1986
Wrong output for ground truth in instance db2csv/poker_player/0019_dev (4246)
Wrong output for fuzzied solution in instance db2csv/poker_player/0004_dev (4249)
	EXPECTED OUTPUT ====

		SELECT Earnings
		FROM poker_player
		ORDER BY Earnings DESC

	    earnings
	0  104871.00
	1  104871.02
	2  142799.98
	3  142800.00
	4  142800.00
	5  142800.00
	6  142800.00
	ACTUAL OUTPUT ====

		
		SELECT earnings
		FROM
		  (SELECT earnings
		   FROM poker_player INTERSECT SELECT earnings
		   FROM poker_player)
		ORDER BY earnings

	    earnings
	0  104871.00
	1  104871.02
	2  142799.98
	3  142800.00
Wrong output for fuzzied solution in instance db2csv/poker_player/0030_dev (4250)
	EXPECTED OUTPUT ====

		SELECT Nationality
		FROM people
		GROUP BY Nationality
		ORDER BY COUNT(*) DESC
		LIMIT 1

	   nationality
	0  RussiaSc263
	ACTUAL OUTPUT ====

		
		SELECT nationality
		FROM
		  (SELECT *
		   FROM
		     (SELECT nationality,
		             COUNT() AS n
		      FROM people
		      GROUP BY nationality) AS LHS
		   WHERE NOT EXISTS
		       (SELECT 1
		        FROM
		          (SELECT nationality,
		                  MIN(n) OVER () AS n
		           FROM
		             (SELECT nationality,
		                     COUNT() AS n
		              FROM people
		              GROUP BY nationality)) AS RHS
		        WHERE (LHS.nationality = RHS.nationality
		               AND LHS.n = RHS.n) ))
		ORDER BY nationality

	Empty DataFrame
	Columns: [nationality]
	Index: []
No solution for instance db2csv/poker_player/0028_dev (4251)
Wrong output for fuzzied solution in instance db2csv/poker_player/0022_dev (4252)
	EXPECTED OUTPUT ====

		SELECT T2.Money_Rank
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		ORDER BY T1.Height DESC
		LIMIT 1

	   money_rank
	0      166.02
	ACTUAL OUTPUT ====

		
		SELECT money_rank
		FROM
		  (SELECT LHS.people_id AS people_id,
		          LHS.nationality AS nationality,
		          LHS.name AS name,
		          LHS.birth_date AS birth_date,
		          LHS.height AS height,
		          LHS.poker_player_id AS poker_player_id,
		          LHS.final_table_made AS final_table_made,
		          LHS.best_finish AS best_finish,
		          LHS.money_rank AS money_rank,
		          LHS.earnings AS earnings
		   FROM
		     (SELECT LHS.people_id AS people_id,
		             LHS.nationality AS nationality,
		             LHS.name AS name,
		             LHS.birth_date AS birth_date,
		             LHS.height AS height,
		             RHS.poker_player_id AS poker_player_id,
		             RHS.final_table_made AS final_table_made,
		             RHS.best_finish AS best_finish,
		             RHS.money_rank AS money_rank,
		             RHS.earnings AS earnings
		      FROM people AS LHS
		      INNER JOIN poker_player AS RHS ON (LHS.people_id = RHS.people_id)) AS LHS
		   INNER JOIN
		     (SELECT MAX(height) AS height
		      FROM people) AS RHS ON (LHS.height = RHS.height))
		ORDER BY money_rank

	   money_rank
	0       68.01
	1      154.00
	2      166.00
	3      166.02
Wrong output for fuzzied solution in instance db2csv/poker_player/0031_dev (4255)
	EXPECTED OUTPUT ====

		SELECT Nationality
		FROM people
		GROUP BY Nationality
		HAVING COUNT(*) >= 2

	  nationality
	0    Bulgaria
	ACTUAL OUTPUT ====

		
		SELECT nationality
		FROM
		  (SELECT nationality,
		          COUNT() AS n
		   FROM people
		   GROUP BY nationality)
		WHERE (n > 2.0)
		ORDER BY nationality

	Empty DataFrame
	Columns: [nationality]
	Index: []
No solution for instance db2csv/poker_player/0015_dev (4257)
No solution for instance db2csv/poker_player/0010_dev (4258)
Wrong output for base solution in instance db2csv/poker_player/0020_dev (4259)
	EXPECTED OUTPUT ====

	  birth_date
	0 1986-08-08
	ACTUAL OUTPUT ====

		SELECT T1.Birth_Date
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		ORDER BY T2.Earnings ASC
		LIMIT 1

	       birth_date
	0  August 8, 1986
Wrong output for ground truth in instance db2csv/poker_player/0020_dev (4259)
Wrong output for fuzzied solution in instance db2csv/poker_player/0025_dev (4260)
	EXPECTED OUTPUT ====

		SELECT T1.Name
		FROM people AS T1
		JOIN poker_player AS T2 ON T1.People_ID = T2.People_ID
		ORDER BY T2.Earnings DESC

	                  name
	0     Semen Poltavskiy
	1        Sergey Granki
	2        Sergey Granki
	3  Sergey GrankinWS9Ei
	4          aksim Botin
	5          aksim Botin
	6          aksim Botin
	ACTUAL OUTPUT ====

		
		SELECT name
		FROM
		  (SELECT *
		   FROM people AS LHS
		   WHERE EXISTS
		       (SELECT 1
		        FROM poker_player AS RHS
		        WHERE (LHS.people_id = RHS.people_id) ))
		ORDER BY name

	                  name
	0     Semen Poltavskiy
	1        Sergey Granki
	2  Sergey GrankinWS9Ei
	3          aksim Botin
	4          aksim Botin
Wrong output for fuzzied solution in instance db2csv/poker_player/0005_dev (4262)
	EXPECTED OUTPUT ====

		SELECT Final_Table_Made,
		       Best_Finish
		FROM poker_player

	   final_table_made  best_finish
	0             26.00         0.99
	1             41.99         0.99
	2             26.00         1.00
	3             42.00         1.01
	4             42.01         1.02
	5             20.99         2.00
	6             42.00         2.01
	ACTUAL OUTPUT ====

		
		SELECT final_table_made,
		       maxbest_finish AS best_finish
		FROM
		  (SELECT final_table_made,
		          MAX(best_finish) AS maxbest_finish
		   FROM poker_player
		   GROUP BY final_table_made)
		ORDER BY final_table_made

	   final_table_made  best_finish
	0             41.99         0.99
	1             26.00         1.00
	2             42.01         1.02
	3             20.99         2.00
	4             42.00         2.01
No solution for instance db2csv/poker_player/0032_dev (4263)
Wrong output for base solution in instance db2csv/museum_visit/0018_dev (4264)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM museum
		WHERE open_year > 2013
		  OR open_year < 2008

	   count(*)
	0         1
	ACTUAL OUTPUT ====

		
		SELECT museum_id AS count___
		FROM
		  (SELECT museum_id,
		          name,
		          num_of_staff,
		          open_year,
		          COUNT(*) OVER () AS n
		   FROM
		     (SELECT *
		      FROM museum
		      WHERE (open_year < 2008.0)))
		WHERE (open_year != 2013.0)
		ORDER BY count___

	   count___
	0         1
	1         5
	2         6
Wrong output for fuzzied solution in instance db2csv/museum_visit/0001_dev (4267)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM visitor
		WHERE age < 30

	   count(*)
	0         2
	ACTUAL OUTPUT ====

		
		SELECT n_distinct AS count___
		FROM
		  (SELECT COUNT(DISTINCT visitor_id) AS n_distinct
		   FROM
		     (SELECT LHS.id AS id,
		             LHS.name AS name,
		             LHS.level_of_membership AS level_of_membership,
		             LHS.age AS age,
		             RHS.museum_id AS museum_id,
		             RHS.visitor_id AS visitor_id,
		             RHS.num_of_ticket AS num_of_ticket,
		             RHS.total_spent AS total_spent
		      FROM visitor AS LHS
		      CROSS JOIN visit AS RHS))
		ORDER BY count___

	   count___
	0         7
No solution for instance db2csv/museum_visit/0011_dev (4268)
Wrong output for fuzzied solution in instance db2csv/museum_visit/0017_dev (4269)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM visitor
		WHERE id NOT IN
		    (SELECT t2.visitor_id
		     FROM museum AS t1
		     JOIN visit AS t2 ON t1.Museum_ID = t2.Museum_ID
		     WHERE t1.open_year > 2010)

	   count(*)
	0         0
	ACTUAL OUTPUT ====

		
		SELECT n_distinct AS count___
		FROM
		  (SELECT COUNT(DISTINCT visitor_id) AS n_distinct
		   FROM visit)
		ORDER BY count___

	   count___
	0         7
Wrong output for base solution in instance db2csv/museum_visit/0016_dev (4270)
	EXPECTED OUTPUT ====

		SELECT t1.name
		FROM visitor AS t1
		JOIN visit AS t2 ON t1.id = t2.visitor_id
		JOIN museum AS t3 ON t3.Museum_ID = t2.Museum_ID
		WHERE t3.open_year < 2009 INTERSECT
		  SELECT t1.name
		  FROM visitor AS t1
		  JOIN visit AS t2 ON t1.id = t2.visitor_id
		  JOIN museum AS t3 ON t3.Museum_ID = t2.Museum_ID WHERE t3.open_year > 2011

	            name
	0  Fernando Gago
	ACTUAL OUTPUT ====

		
		SELECT name_other AS name
		FROM
		  (SELECT museum_id,
		          visitor_id,
		          num_of_ticket,
		          total_spent,
		          name,
		          num_of_staff,
		          open_year,
		          name_other,
		          level_of_membership,
		          age,
		          visitor_id AS id
		   FROM
		     (SELECT LHS.museum_id AS museum_id,
		             LHS.visitor_id AS visitor_id,
		             LHS.num_of_ticket AS num_of_ticket,
		             LHS.total_spent AS total_spent,
		             LHS.name AS name,
		             LHS.num_of_staff AS num_of_staff,
		             LHS.open_year AS open_year,
		             RHS.name AS name_other,
		             RHS.level_of_membership AS level_of_membership,
		             RHS.age AS age
		      FROM
		        (SELECT LHS.museum_id AS museum_id,
		                LHS.visitor_id AS visitor_id,
		                LHS.num_of_ticket AS num_of_ticket,
		                LHS.total_spent AS total_spent,
		                RHS.name AS name,
		                RHS.num_of_staff AS num_of_staff,
		                RHS.open_year AS open_year
		         FROM visit AS LHS
		         INNER JOIN museum AS RHS ON (LHS.museum_id = RHS.museum_id)) AS LHS
		      INNER JOIN visitor AS RHS ON (LHS.visitor_id = RHS.id)))
		WHERE (open_year < 2009.0)
		ORDER BY name

	                   name
	0         Fernando Gago
	1  Rafael van der Vaart
Wrong output for fuzzied solution in instance db2csv/museum_visit/0009_dev (4271)
	EXPECTED OUTPUT ====

		SELECT t1.id,
		       t1.name,
		       t1.age
		FROM visitor AS t1
		JOIN visit AS t2 ON t1.id = t2.visitor_id
		GROUP BY t1.id
		HAVING count(*) > 1

	            id                       name         age
	0   6301749990            Raúl Brown6YLEu          25
	1   6487080170      YKeGuti Midfielderde           25
	2            3        ez7IuMYay8bLHHjXBYP          26
	3    608645515         Fernando GagoJSP1H          26
	4   3595615849         v1MYYDv vQFBtKjjEo          26
	5   3895414823            Guti Midfielder          26
	6   7463282191  Rafael van der Vaarty0TVi          26
	7            5                   3dbQ2M9g          27
	8    343380401                 Raúl Brown          27
	9   1146195506         Fernando Gago7ygwO          27
	10  1838293711               ernando Gago          27
	11  2687034455               Fernando Gag          27
	12           7         RE(6ZFernando Gago          28
	13  4217405457                 Raúl Brown          28
	14  4719457395       6d1cnGuti Midfielder          28
	15  6648240945             Guti Midfielde          28
	16  6888479393                 Raúl Brown          28
	17  8435989608       Rafael van der Vaart          28
	18  7248100788            QG9kcRaúl Brown          30
	19  6014559420                 Raúl Brown          35
	20  2108976494           UCxXTVsuDGFjkz29          37
	21           2              Fernando Gago   636490182
	22  8754137510                 Raúl Brown  1070418192
	23           1       Rafael van der Vaart  1288624740
	24  8545284959            Guti Midfielder  2390183785
	25  2792448747     zfZS8)0Cykbt(B(IYSvz1N  3194675907
	26           4         Og5zoFernando Gago  6613830011
	27           6           4jXRaúl Brownhay  8984854780
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT id,
		                name,
		                age
		FROM
		  (SELECT id,
		          name,
		          level_of_membership,
		          age,
		          museum_id,
		          num_of_ticket,
		          total_spent,
		          id AS visitor_id
		   FROM
		     (SELECT LHS.id AS id,
		             LHS.name AS name,
		             LHS.level_of_membership AS level_of_membership,
		             LHS.age AS age,
		             RHS.museum_id AS museum_id,
		             RHS.num_of_ticket AS num_of_ticket,
		             RHS.total_spent AS total_spent
		      FROM visitor AS LHS
		      INNER JOIN visit AS RHS ON (LHS.id = RHS.visitor_id)))
		ORDER BY id

	            id                       name         age
	0   6301749990            Raúl Brown6YLEu          25
	1   6487080170      YKeGuti Midfielderde           25
	2            3        ez7IuMYay8bLHHjXBYP          26
	3    608645515         Fernando GagoJSP1H          26
	4   3595615849         v1MYYDv vQFBtKjjEo          26
	5   3895414823            Guti Midfielder          26
	6   7463282191  Rafael van der Vaarty0TVi          26
	7            5                   3dbQ2M9g          27
	8    343380401                 Raúl Brown          27
	9   1146195506         Fernando Gago7ygwO          27
	10  1838293711               ernando Gago          27
	11  2687034455               Fernando Gag          27
	12           7         RE(6ZFernando Gago          28
	13  4217405457                 Raúl Brown          28
	14  4719457395       6d1cnGuti Midfielder          28
	15  6648240945             Guti Midfielde          28
	16  6888479393                 Raúl Brown          28
	17  8435989608       Rafael van der Vaart          28
	18  9487113146            Guti Midfielder          29
	19  7248100788            QG9kcRaúl Brown          30
	20  6014559420                 Raúl Brown          35
	21  2108976494           UCxXTVsuDGFjkz29          37
	22           2              Fernando Gago   636490182
	23  8754137510                 Raúl Brown  1070418192
	24           1       Rafael van der Vaart  1288624740
	25  8545284959            Guti Midfielder  2390183785
	26  2792448747     zfZS8)0Cykbt(B(IYSvz1N  3194675907
	27           4         Og5zoFernando Gago  6613830011
	28           6           4jXRaúl Brownhay  8984854780
No solution for instance db2csv/museum_visit/0002_dev (4272)
No solution for instance db2csv/museum_visit/0008_dev (4273)
Wrong output for base solution in instance db2csv/museum_visit/0006_dev (4274)
	EXPECTED OUTPUT ====

		SELECT avg(num_of_staff)
		FROM museum
		WHERE open_year < 2009

	   avg(num_of_staff)
	0          31.333333
	ACTUAL OUTPUT ====

		
		SELECT meannum_of_staff AS avg_num_of_staff_
		FROM
		  (SELECT AVG(num_of_staff) AS meannum_of_staff
		   FROM
		     (SELECT *
		      FROM museum
		      WHERE (open_year < 2009.0)))
		ORDER BY avg_num_of_staff_

	   avg_num_of_staff_
	0               26.5
Wrong output for fuzzied solution in instance db2csv/museum_visit/0004_dev (4275)
	EXPECTED OUTPUT ====

		SELECT name,
		       Level_of_membership
		FROM visitor
		WHERE Level_of_membership > 4
		ORDER BY age DESC

	                  name  level_of_membership
	0     Gonzalo Higuaín                     6
	1         fedHFdL8(Rlz                    7
	2  Pg4ahe5KCojtzwd2)TK           4743059202
	ACTUAL OUTPUT ====

		
		SELECT name,
		       level_of_membership
		FROM visitor
		WHERE (level_of_membership >= 4.0)
		ORDER BY name

	                  name  level_of_membership
	0    35KFbM7tzzxNjGvYM                    4
	1     Gonzalo Higuaín                     6
	2         fedHFdL8(Rlz                    7
	3  Pg4ahe5KCojtzwd2)TK           4743059202
Wrong output for fuzzied solution in instance db2csv/museum_visit/0013_dev (4276)
	EXPECTED OUTPUT ====

		SELECT t1.name,
		       t1.age
		FROM visitor AS t1
		JOIN visit AS t2 ON t1.id = t2.visitor_id
		ORDER BY t2.num_of_ticket DESC
		LIMIT 1

	        name  age
	0  Raúl Brow   36
	ACTUAL OUTPUT ====

		
		SELECT DISTINCT name,
		                age
		FROM
		  (SELECT LHS.museum_id AS museum_id,
		          LHS.visitor_id AS visitor_id,
		          LHS.num_of_ticket AS num_of_ticket,
		          LHS.total_spent AS total_spent,
		          LHS.name AS name,
		          LHS.level_of_membership AS level_of_membership,
		          LHS.age AS age,
		          LHS.id AS id,
		          RHS.museum_id AS museum_id_other,
		          RHS.visitor_id AS visitor_id_other,
		          RHS.total_spent AS total_spent_other,
		          RHS.name AS name_other,
		          RHS.level_of_membership AS level_of_membership_other,
		          RHS.age AS age_other,
		          RHS.id AS id_other
		   FROM
		     (SELECT museum_id,
		             visitor_id,
		             num_of_ticket,
		             total_spent,
		             name,
		             level_of_membership,
		             age,
		             visitor_id AS id
		      FROM
		        (SELECT LHS.museum_id AS museum_id,
		                LHS.visitor_id AS visitor_id,
		                LHS.num_of_ticket AS num_of_ticket,
		                LHS.total_spent AS total_spent,
		                RHS.name AS name,
		                RHS.level_of_membership AS level_of_membership,
		                RHS.age AS age
		         FROM visit AS LHS
		         INNER JOIN visitor AS RHS ON (LHS.visitor_id = RHS.id))) AS LHS
		   INNER JOIN
		     (SELECT museum_id,
		             visitor_id,
		             num_of_ticket,
		             total_spent,
		             name,
		             level_of_membership,
		             age,
		             visitor_id AS id
		      FROM
		        (SELECT LHS.museum_id AS museum_id,
		                LHS.visitor_id AS visitor_id,
		                LHS.num_of_ticket AS num_of_ticket,
		                LHS.total_spent AS total_spent,
		                RHS.name AS name,
		                RHS.level_of_membership AS level_of_membership,
		                RHS.age AS age
		         FROM visit AS LHS
		         INNER JOIN visitor AS RHS ON (LHS.visitor_id = RHS.id))) AS RHS ON (LHS.id = RHS.num_of_ticket))
		ORDER BY name

	                        name  age
	0           ERwRaúl Brownx4t   26
	1  Rafael van der VaartcNCkC   27
	2                 Raúl Brown   28
	3                 Raúl Brown   34
	4                  Raúl Brow   36
Wrong output for base solution in instance db2csv/museum_visit/0007_dev (4278)
	EXPECTED OUTPUT ====

	   num_of_staff  open_year
	0            62       2000
	ACTUAL OUTPUT ====

		SELECT Num_of_Staff,
		       Open_Year
		FROM museum
		WHERE name = 'Plaza Museum'

	   num_of_staff open_year
	0            62      2000
Wrong output for ground truth in instance db2csv/museum_visit/0007_dev (4278)
Wrong output for base solution in instance db2csv/museum_visit/0010_dev (4280)
	EXPECTED OUTPUT ====

	   visitor_id          name  level_of_membership
	0           3  Arjen Robben                    1
	ACTUAL OUTPUT ====

		SELECT t2.visitor_id,
		       t1.name,
		       t1.Level_of_membership
		FROM visitor AS t1
		JOIN visit AS t2 ON t1.id = t2.visitor_id
		GROUP BY t2.visitor_id
		ORDER BY sum(t2.Total_spent) DESC
		LIMIT 1

	  visitor_id          name  level_of_membership
