name,status,total_queries,n_questions,final_queries,splits,results
spider/flight_4/0013,2,0,0,,,
spider/insurance_policies/0004,2,0,0,,,
spider/hr_1/0034,2,0,0,,,
spider/scientist_1/0009,2,0,0,,,
spider/club_1/0005,0,3,1,"[""SELECT `lname` FROM (SELECT `LHS`.`stuid` AS `stuid`, `LHS`.`lname` AS `lname`, `LHS`.`fname` AS `fname`, `LHS`.`age` AS `age`, `LHS`.`sex` AS `sex`, `LHS`.`major` AS `major`, `LHS`.`advisor` AS `advisor`, `LHS`.`city_code` AS `city_code`, `LHS`.`clubid` AS `clubid`, `LHS`.`position` AS `position`, `RHS`.`clubname` AS `clubname`, `RHS`.`clubdesc` AS `clubdesc`, `RHS`.`clublocation` AS `clublocation` FROM (SELECT `LHS`.`stuid` AS `stuid`, `LHS`.`lname` AS `lname`, `LHS`.`fname` AS `fname`, `LHS`.`age` AS `age`, `LHS`.`sex` AS `sex`, `LHS`.`major` AS `major`, `LHS`.`advisor` AS `advisor`, `LHS`.`city_code` AS `city_code`, `RHS`.`clubid` AS `clubid`, `RHS`.`position` AS `position` FROM `student` AS `LHS` INNER JOIN `member_of_club` AS `RHS` ON (`LHS`.`stuid` = `RHS`.`stuid`)) AS `LHS` INNER JOIN (SELECT * FROM `club` WHERE (`clubname` = 'Bootup Baltimore')) AS RHS ON (LHS.clubid = RHS.clubid)) ORDER BY lname"", ""SELECT `lname` FROM (SELECT `LHS`.`stuid` AS `stuid`, `LHS`.`lname` AS `lname`, `LHS`.`fname` AS `fname`, `LHS`.`age` AS `age`, `LHS`.`sex` AS `sex`, `LHS`.`major` AS `major`, `LHS`.`advisor` AS `advisor`, `LHS`.`city_code` AS `city_code`, `LHS`.`clubid` AS `clubid`, `LHS`.`clubname` AS `clubname`, `LHS`.`clubdesc` AS `clubdesc`, `LHS`.`clublocation` AS `clublocation`, `LHS`.`position` AS `position` FROM (SELECT `LHS`.`stuid` AS `stuid`, `LHS`.`lname` AS `lname`, `LHS`.`fname` AS `fname`, `LHS`.`age` AS `age`, `LHS`.`sex` AS `sex`, `LHS`.`major` AS `major`, `LHS`.`advisor` AS `advisor`, `LHS`.`city_code` AS `city_code`, `LHS`.`clubid` AS `clubid`, `LHS`.`clubname` AS `clubname`, `LHS`.`clubdesc` AS `clubdesc`, `LHS`.`clublocation` AS `clublocation`, `RHS`.`position` AS `position` FROM (SELECT `LHS`.`stuid` AS `stuid`, `LHS`.`lname` AS `lname`, `LHS`.`fname` AS `fname`, `LHS`.`age` AS `age`, `LHS`.`sex` AS `sex`, `LHS`.`major` AS `major`, `LHS`.`advisor` AS `advisor`, `LHS`.`city_code` AS `city_code`, `RHS`.`clubid` AS `clubid`, `RHS`.`clubname` AS `clubname`, `RHS`.`clubdesc` AS `clubdesc`, `RHS`.`clublocation` AS `clublocation` FROM `student` AS `LHS` CROSS JOIN `club` AS `RHS`) AS `LHS` INNER JOIN `member_of_club` AS `RHS` ON (`LHS`.`stuid` = `RHS`.`stuid` AND `LHS`.`clubid` = `RHS`.`clubid`)) AS `LHS` INNER JOIN (SELECT * FROM `club` WHERE (`clubname` = 'Bootup Baltimore')) AS RHS ON (LHS.clubid = RHS.clubid AND LHS.clubname = RHS.clubname AND LHS.clubdesc = RHS.clubdesc AND LHS.clublocation = RHS.clublocation)) ORDER BY lname"", ""SELECT `lname` FROM (SELECT `LHS`.`stuid` AS `stuid`, `LHS`.`lname` AS `lname`, `LHS`.`fname` AS `fname`, `LHS`.`age` AS `age`, `LHS`.`sex` AS `sex`, `LHS`.`major` AS `major`, `LHS`.`advisor` AS `advisor`, `LHS`.`city_code` AS `city_code`, `LHS`.`clubid` AS `clubid`, `LHS`.`clubname` AS `clubname`, `LHS`.`clubdesc` AS `clubdesc`, `LHS`.`clublocation` AS `clublocation`, `RHS`.`position` AS `position` FROM (SELECT `LHS`.`stuid` AS `stuid`, `LHS`.`lname` AS `lname`, `LHS`.`fname` AS `fname`, `LHS`.`age` AS `age`, `LHS`.`sex` AS `sex`, `LHS`.`major` AS `major`, `LHS`.`advisor` AS `advisor`, `LHS`.`city_code` AS `city_code`, `RHS`.`clubid` AS `clubid`, `RHS`.`clubname` AS `clubname`, `RHS`.`clubdesc` AS `clubdesc`, `RHS`.`clublocation` AS `clublocation` FROM `student` AS `LHS` CROSS JOIN `club` AS `RHS`) AS `LHS` INNER JOIN `member_of_club` AS `RHS` ON (`LHS`.`stuid` = `RHS`.`stuid` AND `LHS`.`clubid` = `RHS`.`clubid`)) WHERE (`clubname` = 'Bootup Baltimore') ORDER BY lname""]",[],[]
spider/gymnast/0007,0,3,1,"[""SELECT `name` FROM (SELECT `LHS`.`gymnast_id` AS `gymnast_id`, `LHS`.`floor_exercise_points` AS `floor_exercise_points`, `LHS`.`pommel_horse_points` AS `pommel_horse_points`, `LHS`.`rings_points` AS `rings_points`, `LHS`.`vault_points` AS `vault_points`, `LHS`.`parallel_bars_points` AS `parallel_bars_points`, `LHS`.`horizontal_bar_points` AS `horizontal_bar_points`, `LHS`.`total_points` AS `total_points`, `RHS`.`name` AS `name`, `RHS`.`age` AS `age`, `RHS`.`height` AS `height`, `RHS`.`hometown` AS `hometown` FROM `gymnast` AS `LHS` INNER JOIN (SELECT * FROM `people` WHERE (`hometown` != 'Santo Domingo')) AS RHS ON (LHS.gymnast_id = RHS.people_id)) ORDER BY name"", ""SELECT `name` FROM (SELECT `gymnast_id`, `floor_exercise_points`, `pommel_horse_points`, `rings_points`, `vault_points`, `parallel_bars_points`, `horizontal_bar_points`, `total_points`, `name`, `age`, `height`, `hometown`, `gymnast_id` AS `people_id` FROM (SELECT `LHS`.`gymnast_id` AS `gymnast_id`, `LHS`.`floor_exercise_points` AS `floor_exercise_points`, `LHS`.`pommel_horse_points` AS `pommel_horse_points`, `LHS`.`rings_points` AS `rings_points`, `LHS`.`vault_points` AS `vault_points`, `LHS`.`parallel_bars_points` AS `parallel_bars_points`, `LHS`.`horizontal_bar_points` AS `horizontal_bar_points`, `LHS`.`total_points` AS `total_points`, `RHS`.`name` AS `name`, `RHS`.`age` AS `age`, `RHS`.`height` AS `height`, `RHS`.`hometown` AS `hometown` FROM `gymnast` AS `LHS` INNER JOIN `people` AS `RHS` ON (`LHS`.`gymnast_id` = `RHS`.`people_id`))) WHERE (`hometown` != 'Santo Domingo') ORDER BY name"", ""SELECT `name` FROM (SELECT `LHS`.`gymnast_id` AS `gymnast_id`, `LHS`.`floor_exercise_points` AS `floor_exercise_points`, `LHS`.`pommel_horse_points` AS `pommel_horse_points`, `LHS`.`rings_points` AS `rings_points`, `LHS`.`vault_points` AS `vault_points`, `LHS`.`parallel_bars_points` AS `parallel_bars_points`, `LHS`.`horizontal_bar_points` AS `horizontal_bar_points`, `LHS`.`total_points` AS `total_points`, `RHS`.`name` AS `name`, `RHS`.`age` AS `age`, `RHS`.`height` AS `height`, `RHS`.`hometown` AS `hometown` FROM `gymnast` AS `LHS` INNER JOIN (SELECT `LHS`.`people_id` AS `people_id`, `LHS`.`name` AS `name`, `LHS`.`age` AS `age`, `LHS`.`height` AS `height`, `LHS`.`hometown` AS `hometown` FROM (SELECT * FROM `people` WHERE (`hometown` != 'Santo Domingo')) AS LHS LEFT JOIN `people` AS RHS ON (LHS.people_id = RHS.people_id AND LHS.name = RHS.name AND LHS.age = RHS.age AND LHS.height = RHS.height AND LHS.hometown = RHS.hometown)) AS RHS ON (LHS.gymnast_id = RHS.people_id)) ORDER BY name""]",[],[]
spider/e_government/0003,0,4,1,"['SELECT form_name FROM (SELECT form_id, form_type_code, service_id, form_number, form_name, form_description, n, date_completion_started, form_status_code, date_fully_completed, service_id AS party_id FROM (SELECT LHS.form_id AS form_id, LHS.form_type_code AS form_type_code, LHS.service_id AS service_id, LHS.form_number AS form_number, LHS.form_name AS form_name, LHS.form_description AS form_description, LHS.n AS n, RHS.date_completion_started AS date_completion_started, RHS.form_status_code AS form_status_code, RHS.date_fully_completed AS date_fully_completed FROM (SELECT form_id, form_type_code, service_id, form_number, form_name, form_description, COUNT(*) OVER () AS n FROM `forms`) AS LHS INNER JOIN `party_forms` AS RHS ON (LHS.service_id = RHS.party_id AND LHS.n = RHS.form_id))) ORDER BY form_name', 'SELECT form_name FROM (SELECT n AS form_id, form_type_code, service_id, form_number, form_name, form_description, n, date_completion_started, form_status_code, date_fully_completed, party_id FROM (SELECT form_id, form_type_code, service_id, form_number, form_name, form_description, n, date_completion_started, form_status_code, date_fully_completed, service_id AS party_id FROM (SELECT LHS.form_id AS form_id, LHS.form_type_code AS form_type_code, LHS.service_id AS service_id, LHS.form_number AS form_number, LHS.form_name AS form_name, LHS.form_description AS form_description, LHS.n AS n, RHS.date_completion_started AS date_completion_started, RHS.form_status_code AS form_status_code, RHS.date_fully_completed AS date_fully_completed FROM (SELECT form_id, form_type_code, service_id, form_number, form_name, form_description, COUNT(*) OVER () AS n FROM `forms`) AS LHS INNER JOIN `party_forms` AS RHS ON (LHS.service_id = RHS.party_id AND LHS.n = RHS.form_id)))) ORDER BY form_name', 'SELECT form_name FROM (SELECT party_id, form_id, date_completion_started, form_status_code, date_fully_completed, form_id_other, form_type_code, form_number, form_name, form_description, form_id AS n FROM (SELECT LHS.party_id AS party_id, LHS.form_id AS form_id, LHS.date_completion_started AS date_completion_started, LHS.form_status_code AS form_status_code, LHS.date_fully_completed AS date_fully_completed, RHS.form_id AS form_id_other, RHS.form_type_code AS form_type_code, RHS.form_number AS form_number, RHS.form_name AS form_name, RHS.form_description AS form_description FROM `party_forms` AS LHS INNER JOIN (SELECT form_id, form_type_code, service_id, form_number, form_name, form_description, COUNT(*) OVER () AS n FROM `forms`) AS RHS ON (LHS.form_id = RHS.n AND LHS.party_id = RHS.service_id))) ORDER BY form_name', 'SELECT form_name FROM (SELECT party_id, form_id, date_completion_started, form_status_code, date_fully_completed, form_id_other, form_type_code, form_number, form_name, form_description, n, party_id AS service_id FROM (SELECT party_id, form_id, date_completion_started, form_status_code, date_fully_completed, form_id_other, form_type_code, form_number, form_name, form_description, form_id AS n FROM (SELECT LHS.party_id AS party_id, LHS.form_id AS form_id, LHS.date_completion_started AS date_completion_started, LHS.form_status_code AS form_status_code, LHS.date_fully_completed AS date_fully_completed, RHS.form_id AS form_id_other, RHS.form_type_code AS form_type_code, RHS.form_number AS form_number, RHS.form_name AS form_name, RHS.form_description AS form_description FROM `party_forms` AS LHS INNER JOIN (SELECT form_id, form_type_code, service_id, form_number, form_name, form_description, COUNT(*) OVER () AS n FROM `forms`) AS RHS ON (LHS.form_id = RHS.n AND LHS.party_id = RHS.service_id)))) ORDER BY form_name']",[],[]
spider/student_1/0003,2,0,0,,,
spider/e_government/0016,2,0,0,,,
spider/movie_1/0041,0,2,2,"[""SELECT DISTINCT `mid`, `meanstars` AS `avg_stars_` FROM (SELECT `LHS`.`rid` AS `rid`, `LHS`.`name` AS `name`, `LHS`.`mid` AS `mid`, `LHS`.`stars` AS `stars`, `LHS`.`ratingdate` AS `ratingdate`, `RHS`.`meanstars` AS `meanstars` FROM (SELECT `LHS`.`rid` AS `rid`, `LHS`.`name` AS `name`, `RHS`.`mid` AS `mid`, `RHS`.`stars` AS `stars`, `RHS`.`ratingdate` AS `ratingdate` FROM `reviewer` AS `LHS` INNER JOIN `rating` AS `RHS` ON (`LHS`.`rid` = `RHS`.`rid`)) AS `LHS` INNER JOIN (SELECT `mid`, AVG(`stars`) AS `meanstars` FROM `rating` GROUP BY `mid`) AS `RHS` ON (`LHS`.`mid` = `RHS`.`mid`)) WHERE (`name` != 'Brittany Harris' AND meanstars >= stars) ORDER BY mid""]","[[1, 1]]",[False]
spider/tracking_grants_for_research/0002,0,104,4,"[""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` INTERSECT SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` != 'Paper' AND `outcome_code` = 'Patent')) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` INTERSECT SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` = 'Patent')) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` INTERSECT SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` = 'Patent')) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper' AND `outcome_code` != 'Patent') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` INTERSECT SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` != 'Paper' AND `outcome_code` = 'Patent')) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper' AND `outcome_code` != 'Patent') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` != 'Paper' AND `outcome_code` = 'Patent') INTERSECT SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` != 'Paper' AND `outcome_code` = 'Patent')) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper' AND `outcome_code` != 'Patent') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` != 'Paper' AND `outcome_code` = 'Patent') INTERSECT SELECT `project_id` FROM `projects`) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper' AND `outcome_code` != 'Patent') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `projects` INTERSECT SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` != 'Paper' AND `outcome_code` = 'Patent')) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper' AND `outcome_code` != 'Patent') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` != 'Paper' AND `outcome_code` = 'Patent') INTERSECT SELECT `project_id` FROM `project_outcomes`) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper' AND `outcome_code` != 'Patent') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` != 'Paper' AND `outcome_code` = 'Patent') INTERSECT SELECT `project_id` FROM `project_outcomes`) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` != 'Paper' AND `outcome_code` = 'Patent') INTERSECT SELECT `project_id` FROM `projects`) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` != 'Paper' AND `outcome_code` = 'Patent') INTERSECT SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` != 'Paper' AND `outcome_code` = 'Patent')) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `projects` INTERSECT SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` != 'Paper' AND `outcome_code` = 'Patent')) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` = 'Patent') INTERSECT SELECT `project_id` FROM `projects`) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` = 'Patent') INTERSECT SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` = 'Patent')) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `projects` INTERSECT SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` = 'Patent')) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper') ORDER BY project_details"", ""SELECT `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `LHS`.`organisation_id` AS `organisation_id`, `LHS`.`project_details` AS `project_details` FROM (SELECT `LHS`.`project_id` AS `project_id`, `LHS`.`outcome_code` AS `outcome_code`, `LHS`.`outcome_details` AS `outcome_details`, `RHS`.`organisation_id` AS `organisation_id`, `RHS`.`project_details` AS `project_details` FROM `project_outcomes` AS `LHS` INNER JOIN `projects` AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) AS `LHS` INNER JOIN (SELECT `project_id` FROM `project_outcomes` WHERE (`outcome_code` = 'Patent') INTERSECT SELECT `project_id` FROM `project_outcomes`) AS `RHS` ON (`LHS`.`project_id` = `RHS`.`project_id`)) WHERE (`outcome_code` = 'Paper') ORDER BY project_details""]","[[11, 18, 56, 19], [15, 27, 14], [11, 16]]","[True, True, False]"
spider/protein_institute/0018,2,0,0,,,
spider/tracking_share_transactions/0003,2,0,0,,,
spider/tracking_grants_for_research/0013,2,0,0,,,
spider/architecture/0007,2,0,0,,,
