Starting log for run smbop
	12       Kade
	13     Karley
	14      Lesly
	15     Lorenz
	16     Melisa
	17      Monte
	18       Nora
	19       Olaf
	20    Orlando
	21   Rachelle
	22    Rolando
	23      Ruben
	24     Sigurd
	25      Taryn
	26        Tre
	27      Velva
	28    Vernice
	29   Winfield
	ACTUAL OUTPUT ====

		SELECT professionals.first_name FROM professionals UNION SELECT dogs.name FROM owners JOIN dogs ON owners.owner_id = dogs.owner_id

	    first_name
	0       Bessie
	1        Betty
	2        Brady
	3        Danny
	4     Domenica
	5       Ericka
	6   Evangeline
	7       George
	8     Hipolito
	9       Holden
	10     Houston
	11      Jayson
	12     Jeffrey
	13       Jesus
	14       Kacey
	15      Karley
	16       Lesly
	17       Lyric
	18       Mavis
	19     Merritt
	20       Monte
	21     Narciso
	22        Olaf
	23       Ruben
	24      Sigurd
	25       Taryn
	26        Troy
	27       Velva
	28     Vernice
	29    Winfield
Error while checking base solution in instance db2csv/dog_kennels/0054_dev (4208)

Length mismatch: Expected axis has 3 elements, new values have 4 elements
Wrong output for base solution in instance db2csv/dog_kennels/0037_dev (4209)
	EXPECTED OUTPUT ====

	      name   date_of_treatment
	0    Lyric 2018-03-08 05:26:23
	1    Lyric 2018-03-14 19:10:40
	2    Kacey 2018-03-15 19:10:02
	3  Houston 2018-03-15 20:25:34
	4    Lyric 2018-03-19 04:39:54
	ACTUAL OUTPUT ====

		SELECT T1.name,
		       T2.date_of_treatment
		FROM Dogs AS T1
		JOIN Treatments AS T2 ON T1.dog_id = T2.dog_id
		WHERE T1.breed_code =
		    (SELECT breed_code
		     FROM Dogs
		     GROUP BY breed_code
		     ORDER BY count(*) ASC
		     LIMIT 1)

	      name    date_of_treatment
	0    Lyric  2018-03-08 05:26:23
	1    Lyric  2018-03-14 19:10:40
	2    Kacey  2018-03-15 19:10:02
	3  Houston  2018-03-15 20:25:34
	4    Lyric  2018-03-19 04:39:54
Wrong output for ground truth in instance db2csv/dog_kennels/0037_dev (4209)
Wrong output for base solution in instance db2csv/dog_kennels/0027_dev (4211)
	EXPECTED OUTPUT ====

		SELECT DISTINCT T1.first_name,
		                T1.last_name
		FROM Professionals AS T1
		JOIN Treatments AS T2
		WHERE cost_of_treatment <
		    (SELECT avg(cost_of_treatment)
		     FROM Treatments)

	   first_name     last_name
	0       Brady        Pouros
	1       Danny     Considine
	2    Domenica        Jacobs
	3      Ericka       Murazik
	4      Jayson       Ullrich
	5      Karley         Hyatt
	6       Lesly        Walter
	7       Monte      Kshlerin
	8        Olaf       Watsica
	9       Ruben      O'Reilly
	10     Sigurd         Frami
	11      Taryn         Braun
	12      Velva         Hayes
	13    Vernice       Tillman
	14   Winfield  Christiansen
	ACTUAL OUTPUT ====

		SELECT professionals.first_name , professionals.last_name FROM treatments JOIN professionals ON treatments.professional_id = professionals.professional_id WHERE treatments.cost_of_treatment<(SELECT AVG( treatments.cost_of_treatment ) FROM treatments)

	  first_name last_name
	0   Domenica    Jacobs
	1   Domenica    Jacobs
	2     Karley     Hyatt
	3      Monte  Kshlerin
	4      Monte  Kshlerin
	5      Ruben  O'Reilly
	6    Vernice   Tillman
	7    Vernice   Tillman
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_27694.sqlite3'
Wrong output for base solution in instance db2csv/dog_kennels/0020_dev (4212)
	EXPECTED OUTPUT ====

		SELECT T1.owner_id,
		       T1.last_name
		FROM Owners AS T1
		JOIN Dogs AS T2 ON T1.owner_id = T2.owner_id
		JOIN Treatments AS T3 ON T2.dog_id = T3.dog_id
		GROUP BY T1.owner_id
		ORDER BY count(*) DESC
		LIMIT 1

	   owner_id last_name
	0        14      Funk
	ACTUAL OUTPUT ====

		SELECT owners.owner_id , owners.last_name FROM owners JOIN dogs ON owners.owner_id = dogs.owner_id JOIN charges ON dogs.dog_id = charges.charge_id GROUP BY owners.owner_id ORDER BY SUM( charges.charge_amount ) DESC LIMIT 1

	   owner_id last_name
	0         1     Haley
Error while checking base solution in instance db2csv/dog_kennels/0020_dev (4212)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for base solution in instance db2csv/dog_kennels/0044_dev (4213)
	EXPECTED OUTPUT ====

		SELECT T1.last_name
		FROM Owners AS T1
		JOIN Dogs AS T2 ON T1.owner_id = T2.owner_id
		WHERE T2.age =
		    (SELECT max(age)
		     FROM Dogs)

	  last_name
	0      Feil
	1    Fisher
	2    Rippin
	ACTUAL OUTPUT ====

		SELECT owners.last_name FROM owners JOIN dogs ON owners.owner_id = dogs.owner_id ORDER BY dogs.age ASC LIMIT 1

	  last_name
	0   Nicolas
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_27694.sqlite3'
Wrong output for base solution in instance db2csv/dog_kennels/0005_dev (4214)
	EXPECTED OUTPUT ====

		SELECT professional_id,
		       last_name,
		       cell_number
		FROM Professionals
		WHERE state = 'Indiana'
		UNION
		SELECT T1.professional_id,
		       T1.last_name,
		       T1.cell_number
		FROM Professionals AS T1
		JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id
		GROUP BY T1.professional_id
		HAVING count(*) > 2

	   professional_id last_name          cell_number
	0                1     Braun  (275)939-2435x80863
	1                8     Hyatt         328.842.3792
	2                9  Kshlerin    962-983-8109x3509
	ACTUAL OUTPUT ====

		SELECT professionals.professional_id , professionals.last_name , professionals.cell_number FROM treatments JOIN professionals ON treatments.professional_id = professionals.professional_id GROUP BY professionals.professional_id HAVING COUNT( * ) > 2

	   professional_id last_name        cell_number
	0                9  Kshlerin  962-983-8109x3509
Wrong output for base solution in instance db2csv/dog_kennels/0007_dev (4215)
	EXPECTED OUTPUT ====

		select name
		from dogs
		where dog_id not in
		    (select dog_id
		     from treatments
		     group by dog_id
		     having sum(cost_of_treatment) > 1000)

	        name
	0     Bessie
	1      Betty
	2     George
	3   Hipolito
	4     Holden
	5    Houston
	6    Jeffrey
	7      Jesus
	8      Kacey
	9      Mavis
	10   Merritt
	11   Narciso
	ACTUAL OUTPUT ====

		SELECT MAX( charges.charge_amount ) FROM charges

	   max( charges.charge_amount )
	0                           640
Error while checking base solution in instance db2csv/dog_kennels/0056_dev (4216)

Length mismatch: Expected axis has 1 elements, new values have 3 elements
Error while checking base solution in instance db2csv/dog_kennels/0012_dev (4219)

Length mismatch: Expected axis has 1 elements, new values have 3 elements
Error while checking base solution in instance db2csv/dog_kennels/0065_dev (4222)

Length mismatch: Expected axis has 11 elements, new values have 1 elements
Wrong output for base solution in instance db2csv/dog_kennels/0038_dev (4223)
	EXPECTED OUTPUT ====

	      name   date_of_treatment
	0    Lyric 2018-03-08 05:26:23
	1    Lyric 2018-03-14 19:10:40
	2    Kacey 2018-03-15 19:10:02
	3  Houston 2018-03-15 20:25:34
	4    Lyric 2018-03-19 04:39:54
	ACTUAL OUTPUT ====

		SELECT T1.name,
		       T2.date_of_treatment
		FROM Dogs AS T1
		JOIN Treatments AS T2 ON T1.dog_id = T2.dog_id
		WHERE T1.breed_code =
		    (SELECT breed_code
		     FROM Dogs
		     GROUP BY breed_code
		     ORDER BY count(*) ASC
		     LIMIT 1)

	      name    date_of_treatment
	0    Lyric  2018-03-08 05:26:23
	1    Lyric  2018-03-14 19:10:40
	2    Kacey  2018-03-15 19:10:02
	3  Houston  2018-03-15 20:25:34
	4    Lyric  2018-03-19 04:39:54
Wrong output for ground truth in instance db2csv/dog_kennels/0038_dev (4223)
Wrong output for base solution in instance db2csv/dog_kennels/0075_dev (4224)
	EXPECTED OUTPUT ====

		SELECT max(charge_amount)
		FROM Charges

	   max(charge_amount)
	0                 640
	ACTUAL OUTPUT ====

		SELECT charges.charge_amount FROM charges WHERE charges.charge_type = (SELECT MAX( charges.charge_amount ) FROM charges)

	Empty DataFrame
	Columns: [charge_amount]
	Index: []
Wrong output for base solution in instance db2csv/dog_kennels/0081_dev (4225)
	EXPECTED OUTPUT ====

		SELECT DISTINCT T1.first_name,
		                T3.treatment_type_description
		FROM professionals AS T1
		JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id
		JOIN Treatment_types AS T3 ON T2.treatment_type_code = T3.treatment_type_code

	   first_name treatment_type_description
	0       Danny                Vaccination
	1    Domenica            Take for a Walk
	2    Domenica                Vaccination
	3      Karley                Vaccination
	4       Monte       Physical examination
	5       Monte            Take for a Walk
	6       Ruben       Physical examination
	7       Ruben            Take for a Walk
	8      Sigurd       Physical examination
	9      Sigurd                Vaccination
	10      Velva            Take for a Walk
	11    Vernice       Physical examination
	ACTUAL OUTPUT ====

		SELECT professionals.first_name , treatment_types.treatment_type_description FROM treatments JOIN professionals ON treatments.professional_id = professionals.professional_id JOIN treatment_types ON treatments.treatment_type_code = treatment_types.treatment_type_code

	   first_name treatment_type_description
	0       Danny                Vaccination
	1    Domenica            Take for a Walk
	2    Domenica                Vaccination
	3      Karley                Vaccination
	4      Karley                Vaccination
	5       Monte       Physical examination
	6       Monte            Take for a Walk
	7       Monte            Take for a Walk
	8       Ruben       Physical examination
	9       Ruben            Take for a Walk
	10     Sigurd       Physical examination
	11     Sigurd                Vaccination
	12      Velva            Take for a Walk
	13    Vernice       Physical examination
	14    Vernice       Physical examination
Error while checking base solution in instance db2csv/dog_kennels/0081_dev (4225)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for base solution in instance db2csv/dog_kennels/0068_dev (4226)
	EXPECTED OUTPUT ====

	         name  age  weight
	0  Evangeline    1    4.01
	1       Lyric    4    4.36
	2       Kacey    6    7.57
	ACTUAL OUTPUT ====

		SELECT name,
		       age,
		       weight
		FROM Dogs
		WHERE abandoned_yn = 1

	         name age weight
	0  Evangeline   1   4.01
	1       Lyric   4   4.36
	2       Kacey   6   7.57
Wrong output for ground truth in instance db2csv/dog_kennels/0068_dev (4226)
Error while checking base solution in instance db2csv/dog_kennels/0036_dev (4227)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for base solution in instance db2csv/dog_kennels/0072_dev (4228)
	EXPECTED OUTPUT ====

	   max_age_
	0         9
	ACTUAL OUTPUT ====

		SELECT max(age)
		FROM Dogs

	  max(age)
	0        9
Wrong output for ground truth in instance db2csv/dog_kennels/0072_dev (4228)
Error while checking base solution in instance db2csv/dog_kennels/0052_dev (4230)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Wrong output for base solution in instance db2csv/dog_kennels/0009_dev (4233)
	EXPECTED OUTPUT ====

		SELECT first_name
		FROM Professionals
		UNION
		SELECT first_name
		FROM Owners
		EXCEPT
		SELECT name
		FROM Dogs

	   first_name
	0      Adelle
	1       Brady
	2       Cindy
	3       Danny
	4    Domenica
	5      Emelie
	6      Ericka
	7         Gay
	8     Heather
	9      Jaclyn
	10     Jayson
	11     Johann
	12       Kade
	13     Karley
	14      Lesly
	15     Lorenz
	16     Melisa
	17      Monte
	18       Nora
	19       Olaf
	20    Orlando
	21   Rachelle
	22    Rolando
	23      Ruben
	24     Sigurd
	25      Taryn
	26        Tre
	27      Velva
	28    Vernice
	29   Winfield
	ACTUAL OUTPUT ====

		SELECT professionals.first_name FROM professionals UNION SELECT dogs.name FROM professionals JOIN dogs ON professionals.professional_id = dogs.owner_id

	    first_name
	0       Bessie
	1        Betty
	2        Brady
	3        Danny
	4     Domenica
	5       Ericka
	6   Evangeline
	7       George
	8     Hipolito
	9       Holden
	10     Houston
	11      Jayson
	12     Jeffrey
	13       Jesus
	14       Kacey
	15      Karley
	16       Lesly
	17       Lyric
	18       Mavis
	19     Merritt
	20       Monte
	21     Narciso
	22        Olaf
	23       Ruben
	24      Sigurd
	25       Taryn
	26        Troy
	27       Velva
	28     Vernice
	29    Winfield
Wrong output for fuzzied solution in instance db2csv/dog_kennels/0017_dev (4235)
	EXPECTED OUTPUT ====

		SELECT T1.breed_name
		FROM Breeds AS T1
		JOIN Dogs AS T2 ON T1.breed_code = T2.breed_code
		GROUP BY T1.breed_name
		ORDER BY count(*) DESC
		LIMIT 1

	  breed_name
	0    Bulldog
	ACTUAL OUTPUT ====

		SELECT breeds.breed_name FROM breeds JOIN dogs ON breeds.breed_code = dogs.breed_code GROUP BY dogs.breed_code ORDER BY COUNT( * ) DESC LIMIT 1

	  breed_name
	0    qIpg9DK
Error while checking base solution in instance db2csv/dog_kennels/0051_dev (4236)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Wrong output for base solution in instance db2csv/dog_kennels/0042_dev (4237)
	EXPECTED OUTPUT ====

	         date_arrived       date_departed
	0 2017-04-20 00:58:55 2018-03-24 19:12:22
	1 2017-05-06 08:03:52 2018-03-25 06:29:10
	2 2017-06-18 19:45:38 2018-03-24 23:48:59
	3 2017-09-08 20:10:13 2018-03-25 06:58:44
	4 2017-10-24 04:45:13 2018-03-25 14:15:41
	5 2017-12-22 05:02:02 2018-03-25 02:11:32
	6 2017-12-29 06:08:26 2018-03-25 04:42:14
	7 2017-12-29 23:24:13 2018-03-24 19:36:59
	8 2018-01-02 03:15:29 2018-03-25 05:07:47
	ACTUAL OUTPUT ====

		SELECT DISTINCT T1.date_arrived,
		                T1.date_departed
		FROM Dogs AS T1
		JOIN Treatments AS T2 ON T1.dog_id = T2.dog_id

	          date_arrived        date_departed
	0  2017-04-20 00:58:55  2018-03-24 19:12:22
	1  2017-05-06 08:03:52  2018-03-25 06:29:10
	2  2017-06-18 19:45:38  2018-03-24 23:48:59
	3  2017-09-08 20:10:13  2018-03-25 06:58:44
	4  2017-10-24 04:45:13  2018-03-25 14:15:41
	5  2017-12-22 05:02:02  2018-03-25 02:11:32
	6  2017-12-29 06:08:26  2018-03-25 04:42:14
	7  2017-12-29 23:24:13  2018-03-24 19:36:59
	8  2018-01-02 03:15:29  2018-03-25 05:07:47
Wrong output for ground truth in instance db2csv/dog_kennels/0042_dev (4237)
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_27694.sqlite3'
Error while checking base solution in instance db2csv/dog_kennels/0079_dev (4239)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Error while checking base solution in instance db2csv/dog_kennels/0034_dev (4240)

Length mismatch: Expected axis has 4 elements, new values have 3 elements
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_27694.sqlite3'
Error while checking base solution in instance db2csv/dog_kennels/0049_dev (4243)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Error while checking base solution in instance db2csv/dog_kennels/0014_dev (4244)

Length mismatch: Expected axis has 2 elements, new values have 3 elements
Wrong output for base solution in instance db2csv/dog_kennels/0048_dev (4245)
	EXPECTED OUTPUT ====

	          date_arrived       date_departed
	0  2017-04-15 09:25:31 2018-03-25 13:07:04
	1  2017-04-20 00:58:55 2018-03-24 19:12:22
	2  2017-05-06 08:03:52 2018-03-25 06:29:10
	3  2017-06-18 19:45:38 2018-03-24 23:48:59
	4  2017-06-25 10:14:05 2018-03-25 10:25:46
	5  2017-07-25 15:19:07 2018-03-25 15:05:16
	6  2017-09-08 20:10:13 2018-03-25 06:58:44
	7  2017-10-16 20:06:21 2018-03-25 02:47:40
	8  2017-10-24 04:45:13 2018-03-25 14:15:41
	9  2017-10-25 00:55:34 2018-03-25 04:50:22
	10 2017-12-22 05:02:02 2018-03-25 02:11:32
	11 2017-12-29 06:08:26 2018-03-25 04:42:14
	12 2017-12-29 23:24:13 2018-03-24 19:36:59
	13 2018-01-02 03:15:29 2018-03-25 05:07:47
	14 2018-01-17 11:44:16 2018-03-25 06:46:07
	ACTUAL OUTPUT ====

		SELECT date_arrived,
		       date_departed
		FROM Dogs

	           date_arrived        date_departed
	0   2017-04-15 09:25:31  2018-03-25 13:07:04
	1   2017-04-20 00:58:55  2018-03-24 19:12:22
	2   2017-05-06 08:03:52  2018-03-25 06:29:10
	3   2017-06-18 19:45:38  2018-03-24 23:48:59
	4   2017-06-25 10:14:05  2018-03-25 10:25:46
	5   2017-07-25 15:19:07  2018-03-25 15:05:16
	6   2017-09-08 20:10:13  2018-03-25 06:58:44
	7   2017-10-16 20:06:21  2018-03-25 02:47:40
	8   2017-10-24 04:45:13  2018-03-25 14:15:41
	9   2017-10-25 00:55:34  2018-03-25 04:50:22
	10  2017-12-22 05:02:02  2018-03-25 02:11:32
	11  2017-12-29 06:08:26  2018-03-25 04:42:14
	12  2017-12-29 23:24:13  2018-03-24 19:36:59
	13  2018-01-02 03:15:29  2018-03-25 05:07:47
	14  2018-01-17 11:44:16  2018-03-25 06:46:07
Wrong output for ground truth in instance db2csv/dog_kennels/0048_dev (4245)
Wrong output for fuzzied solution in instance db2csv/dog_kennels/0018_dev (4247)
	EXPECTED OUTPUT ====

		SELECT T1.breed_name
		FROM Breeds AS T1
		JOIN Dogs AS T2 ON T1.breed_code = T2.breed_code
		GROUP BY T1.breed_name
		ORDER BY count(*) DESC
		LIMIT 1

	  breed_name
	0    Bulldog
	ACTUAL OUTPUT ====

		SELECT breeds.breed_name FROM breeds JOIN dogs ON breeds.breed_code = dogs.breed_code GROUP BY dogs.breed_code ORDER BY COUNT( * ) DESC LIMIT 1

	  breed_name
	0    qIpg9DK
Wrong output for fuzzied solution in instance db2csv/dog_kennels/0059_dev (4248)
	EXPECTED OUTPUT ====

		SELECT cost_of_treatment
		FROM Treatments
		ORDER BY date_of_treatment DESC
		LIMIT 1

	   cost_of_treatment
	0             147.02
	ACTUAL OUTPUT ====

		SELECT treatments.cost_of_treatment FROM treatments WHERE treatments.date_of_treatment = (SELECT MAX( treatments.date_of_treatment ) FROM treatments)

	   cost_of_treatment
	0             146.98
	1             147.00
	2             147.01
	3             147.02
	4             147.02
	5             348.98
	6             349.02
	7             514.00
	8             514.01
Wrong output for base solution in instance db2csv/dog_kennels/0004_dev (4249)
	EXPECTED OUTPUT ====

		SELECT avg(age)
		FROM Dogs
		WHERE dog_id IN
		    (SELECT dog_id
		     FROM Treatments)

	   avg(age)
	0  5.111111
	ACTUAL OUTPUT ====

		SELECT AVG( dogs.age ) FROM dogs

	   avg( dogs.age )
	0         5.066667
Wrong output for base solution in instance db2csv/dog_kennels/0071_dev (4250)
	EXPECTED OUTPUT ====

	   max_age_
	0         9
	ACTUAL OUTPUT ====

		SELECT max(age)
		FROM Dogs

	  max(age)
	0        9
Wrong output for ground truth in instance db2csv/dog_kennels/0071_dev (4250)
Wrong output for base solution in instance db2csv/dog_kennels/0024_dev (4253)
	EXPECTED OUTPUT ====

	   owner_id  zip_code
	0         3      2647
	ACTUAL OUTPUT ====

		SELECT T1.owner_id,
		       T1.zip_code
		FROM Owners AS T1
		JOIN Dogs AS T2 ON T1.owner_id = T2.owner_id
		JOIN Treatments AS T3 ON T2.dog_id = T3.dog_id
		GROUP BY T1.owner_id
		ORDER BY sum(T3.cost_of_treatment) DESC
		LIMIT 1

	   owner_id zip_code
	0         3    02647
Wrong output for ground truth in instance db2csv/dog_kennels/0024_dev (4253)
Error while checking base solution in instance db2csv/dog_kennels/0080_dev (4254)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for fuzzied solution in instance db2csv/dog_kennels/0073_dev (4256)
	EXPECTED OUTPUT ====

		SELECT charge_type,
		       charge_amount
		FROM Charges

	           charge_type  charge_amount
	0  Daily Accommodation          97.99
	1  Daily Accommodation          98.02
	2          vGfDrugsbDk         322.00
	3          A3KDrugsF9)         640.01
	ACTUAL OUTPUT ====

		SELECT charges.charge_type , SUM( charges.charge_amount ) FROM charges GROUP BY charges.charge_type

	           charge_type  sum( charges.charge_amount )
	0  Daily Accommodation                        196.01
	1          vGfDrugsbDk                        322.00
	2          A3KDrugsF9)                        640.01
Error while checking base solution in instance db2csv/dog_kennels/0073_dev (4256)

Length mismatch: Expected axis has 3 elements, new values have 2 elements
Error while checking base solution in instance db2csv/employee_hire_evaluation/0031_dev (4260)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Wrong output for fuzzied solution in instance db2csv/employee_hire_evaluation/0019_dev (4261)
	EXPECTED OUTPUT ====

		SELECT t1.name
		FROM employee AS t1
		JOIN evaluation AS t2 ON t1.Employee_ID = t2.Employee_ID
		GROUP BY t2.Employee_ID
		ORDER BY count(*) DESC
		LIMIT 1

	          name
	0  Jason Hobso
	ACTUAL OUTPUT ====

		SELECT employee.name FROM employee JOIN evaluation ON employee.employee_id = evaluation.employee_id GROUP BY employee.employee_id ORDER BY COUNT( * ) DESC LIMIT 1

	           name
	0  nTaXTBrDGhMR
Wrong output for fuzzied solution in instance db2csv/employee_hire_evaluation/0030_dev (4264)
	EXPECTED OUTPUT ====

		SELECT count(*),
		       t2.name
		FROM hiring AS t1
		JOIN shop AS t2 ON t1.shop_id = t2.shop_id
		GROUP BY t2.name

	   count(*)           name
	0         2        C Honka
	1         2  IFK Mariehamn
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) , shop.name FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.shop_id

	   count( * )           name
	0           1        C Honka
	1           1        C Honka
	2           2  IFK Mariehamn
Wrong output for base solution in instance db2csv/employee_hire_evaluation/0033_dev (4265)
	EXPECTED OUTPUT ====

	   shop_id  employee_id  start_from is_full_time
	0        1            1        2009            T
	1        1            2        2003            T
	2        8            3        2011            F
	3        4            4        2012            T
	4        5            5        2013            T
	5        2            6        2010            F
	6        6            7        2008            T
	ACTUAL OUTPUT ====

		SELECT *
		FROM hiring

	   shop_id  employee_id start_from is_full_time
	0        1            1       2009            T
	1        1            2       2003            T
	2        8            3       2011            F
	3        4            4       2012            T
	4        5            5       2013            T
	5        2            6       2010            F
	6        6            7       2008            T
Wrong output for ground truth in instance db2csv/employee_hire_evaluation/0033_dev (4265)
Wrong output for fuzzied solution in instance db2csv/employee_hire_evaluation/0029_dev (4269)
	EXPECTED OUTPUT ====

		SELECT count(*),
		       t2.name
		FROM hiring AS t1
		JOIN shop AS t2 ON t1.shop_id = t2.shop_id
		GROUP BY t2.name

	   count(*)           name
	0         2        C Honka
	1         2  IFK Mariehamn
	ACTUAL OUTPUT ====

		SELECT shop.name , COUNT( * ) FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY hiring.shop_id

	            name  count( * )
	0        C Honka           1
	1        C Honka           1
	2  IFK Mariehamn           2
Error while checking base solution in instance db2csv/employee_hire_evaluation/0032_dev (4270)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Error while checking base solution in instance db2csv/employee_hire_evaluation/0006_dev (4272)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for fuzzied solution in instance db2csv/employee_hire_evaluation/0020_dev (4276)
	EXPECTED OUTPUT ====

		SELECT t1.name
		FROM employee AS t1
		JOIN evaluation AS t2 ON t1.Employee_ID = t2.Employee_ID
		GROUP BY t2.Employee_ID
		ORDER BY count(*) DESC
		LIMIT 1

	          name
	0  Jason Hobso
	ACTUAL OUTPUT ====

		SELECT employee.name FROM employee JOIN evaluation ON employee.employee_id = evaluation.employee_id GROUP BY employee.employee_id ORDER BY COUNT( * ) DESC LIMIT 1

	           name
	0  nTaXTBrDGhMR
Error while checking base solution in instance db2csv/employee_hire_evaluation/0005_dev (4277)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_27694.sqlite3'
Wrong output for base solution in instance db2csv/employee_hire_evaluation/0034_dev (4288)
	EXPECTED OUTPUT ====

	   shop_id  employee_id  start_from is_full_time
	0        1            1        2009            T
	1        1            2        2003            T
	2        8            3        2011            F
	3        4            4        2012            T
	4        5            5        2013            T
	5        2            6        2010            F
	6        6            7        2008            T
	ACTUAL OUTPUT ====

		SELECT *
		FROM hiring

	   shop_id  employee_id start_from is_full_time
	0        1            1       2009            T
	1        1            2       2003            T
	2        8            3       2011            F
	3        4            4       2012            T
	4        5            5       2013            T
	5        2            6       2010            F
	6        6            7       2008            T
Wrong output for ground truth in instance db2csv/employee_hire_evaluation/0034_dev (4288)
Error while checking base solution in instance db2csv/employee_hire_evaluation/0003_dev (4290)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Error while getting results...

[Errno 2] No such file or directory: 'fuzzy_27694.sqlite3'
Error while checking base solution in instance db2csv/employee_hire_evaluation/0004_dev (4292)

Length mismatch: Expected axis has 2 elements, new values have 1 elements
Wrong output for fuzzied solution in instance db2csv/flight_2/0063_dev (4295)
	EXPECTED OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		HAVING count(*) > 10

	              airline
	0   Northwest Airline
	1  Northwest Airlines
	2      irTran Airways
	ACTUAL OUTPUT ====

		SELECT airlines.airline FROM flights JOIN airlines ON flights.airline = airlines.uid GROUP BY flights.airline HAVING COUNT( * ) >= 10

	             airline
	0  Northwest Airline
	1     irTran Airways
Wrong output for fuzzied solution in instance db2csv/flight_2/0064_dev (4297)
	EXPECTED OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		GROUP BY T1.Airline
		HAVING count(*) > 10

	              airline
	0   Northwest Airline
	1  Northwest Airlines
	2      irTran Airways
	ACTUAL OUTPUT ====

		SELECT airlines.airline FROM flights JOIN airlines ON flights.airline = airlines.uid GROUP BY flights.airline HAVING COUNT( * ) >= 10

	             airline
	0  Northwest Airline
	1     irTran Airways
Wrong output for fuzzied solution in instance db2csv/flight_2/0025_dev (4298)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS
		WHERE SourceAirport = "APG"

	   count(*)
	0         2
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.airportname = 'APG'

	   count( * )
	0           0
Wrong output for fuzzied solution in instance db2csv/flight_2/0047_dev (4299)
	EXPECTED OUTPUT ====

		SELECT T1.AirportCode
		FROM AIRPORTS AS T1
		JOIN FLIGHTS AS T2 ON T1.AirportCode = T2.DestAirport
		OR T1.AirportCode = T2.SourceAirport
		GROUP BY T1.AirportCode
		ORDER BY count(*) DESC
		LIMIT 1

	  airportcode
	0         KKI
	ACTUAL OUTPUT ====

		SELECT airports.airportcode FROM airports JOIN flights ON airports.airportcode = flights.sourceairport GROUP BY airports.airportcode ORDER BY COUNT( * ) DESC LIMIT 1

	  airportcode
	0         AET
Error while checking base solution in instance db2csv/flight_2/0008_dev (4300)

Length mismatch: Expected axis has 1 elements, new values have 2 elements
Wrong output for fuzzied solution in instance db2csv/flight_2/0031_dev (4303)
	EXPECTED OUTPUT ====

		SELECT count(*)
		FROM FLIGHTS AS T1
		JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode
		WHERE T2.City = "Aberdeen"

	   count(*)
	0         8
	ACTUAL OUTPUT ====

		SELECT COUNT( * ) FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.city = 'Aberdeen'

	   count( * )
	0          14
Wrong output for fuzzied solution in instance db2csv/flight_2/0069_dev (4305)
	EXPECTED OUTPUT ====

		SELECT FlightNo
		FROM FLIGHTS
		WHERE SourceAirport = "APG"

	   flightno
	0       845
	1       846
	ACTUAL OUTPUT ====

		SELECT flights.flightno FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.airportname = 'APG'

	Empty DataFrame
	Columns: [flightno]
	Index: []
Wrong output for base solution in instance db2csv/flight_2/0061_dev (4306)
	EXPECTED OUTPUT ====

		SELECT T1.Airline
		FROM AIRLINES AS T1
		JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline
		WHERE T2.SourceAirport = "CVO"
