name,solution,query,cube_length,kw_length,sql_kw_SELECT,sql_kw_DISTINCT,sql_kw_FROM,sql_kw_ON,sql_kw_WHERE,sql_kw_OVER,sql_kw_DESC,sql_kw_LIMIT,sql_kw_OR,sql_kw_NOT,sql_kw_EXISTS,sql_kw_GROUP,sql_kw_AVG,sql_kw_USER,sql_kw_TIME,sql_kw_COUNT,sql_kw_ROWS,sql_kw_UNBOUNDED,sql_kw_PRECEDING,sql_kw_INTERSECT,sql_kw_POSITION,sql_kw_RESULT,sql_kw_YEAR,sql_kw_RANGE,sql_kw_NO,sql_kw_MONTH,sql_kw_START,sql_kw_END,sql_kw_CHARACTER,sql_kw_REF,sql_kw_BY,dsl_op_summarise,dsl_op_natural_join,dsl_op_filter,dsl_op_mutate,dsl_op_inner_join,dsl_op_left_join,dsl_op_natural_join3,dsl_op_cross_join,dsl_op_anti_join,dsl_op_semi_join,dsl_op_natural_join4,dsl_op_intersect,dsl_op_union
spider/manufactory_1/0011,"filter(input0, ""headquarter == 'Tokyo' | headquarter == 'Taiwan'""), mutate(line0, 'sumrevenue = sum(revenue)')","SELECT DISTINCT SUM(`revenue`) OVER () AS `sum_revenue_`
FROM `df_manufacturers`
WHERE (`headquarter` = 'Tokyo'
       OR `headquarter` = 'Taiwan')
ORDER BY sum_revenue_;",2,6,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
spider/manufactory_1/0029,"filter(input0, 'price >= 60 & price <= 120'), inner_join(line0, line0, ""'code','manufacturer'"")","SELECT code,
       name,
       price,
       manufacturer
FROM
  (SELECT LHS.code AS code,
          LHS.name AS name,
          LHS.price AS price,
          LHS.manufacturer AS manufacturer,
          RHS.name AS name_other,
          RHS.price AS price_other
   FROM
     (SELECT *
      FROM df_products
      WHERE (price >= 60.0
             AND price <= 120.0)) AS LHS
   INNER JOIN
     (SELECT *
      FROM df_products
      WHERE (price >= 60.0
             AND price <= 120.0)) AS RHS ON (LHS.code = RHS.code
                                             AND LHS.manufacturer = RHS.manufacturer))
ORDER BY code;",2,11,4,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
spider/manufactory_1/0010,"filter(input0, 'revenue >= 100 & revenue < 150')","SELECT name
FROM df_manufacturers
WHERE (revenue >= 100.0
       AND revenue < 150.0)
ORDER BY name;",1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spider/manufactory_1/0040,"summarise(input0, 'price = min(price)', ""'name'""), semi_join(input0, line0)","SELECT code,
       name,
       price AS min_price_
FROM
  (SELECT *
   FROM df_products AS LHS
   WHERE EXISTS
       (SELECT 1
        FROM
          (SELECT name,
                  MIN(price) AS price
           FROM df_products
           GROUP BY name) AS RHS
        WHERE (LHS.name = RHS.name
               AND LHS.price = RHS.price) ))
ORDER BY code;",2,11,4,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
spider/manufactory_1/0028,"filter(input0, 'price <= 200')","SELECT name
FROM df_products
WHERE (price <= 200.0)
ORDER BY name;",1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spider/manufactory_1/0031,"summarise(input0, 'meanprice = mean(price, na.rm = T)', ""'manufacturer'""), filter(line0, 'manufacturer == 2L & meanprice > manufacturer')","SELECT meanprice AS avg_price_
FROM
  (SELECT manufacturer,
          AVG(price) AS meanprice
   FROM df_products
   GROUP BY manufacturer)
WHERE (manufacturer = 2
       AND meanprice > manufacturer)
ORDER BY avg_price_;",2,5,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0002,"summarise(input0, 'sumno_of_customers = sum(no_of_customers)', ""'bname','no_of_customers'""), summarise(line0, 'sumno_of_customers = sum(no_of_customers)', '')","SELECT sumno_of_customers AS sum_no_of_customers_
FROM
  (SELECT SUM(no_of_customers) AS sumno_of_customers
   FROM
     (SELECT bname,
             no_of_customers,
             SUM(no_of_customers) AS sumno_of_customers
      FROM df_bank
      GROUP BY bname,
               no_of_customers))
ORDER BY sum_no_of_customers_;",2,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0017,"filter(input0, ""acc_type != 'saving'"")","SELECT `cust_name`
FROM `df_customer`
WHERE (`acc_type` != 'saving')
ORDER BY cust_name;",1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0008,df_customer,"SELECT cust_name
FROM df_customer
ORDER BY cust_name;",0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0039,"summarise(input0, 'meancredit_score = mean(credit_score, na.rm = T)', ""'credit_score','cust_id'""), semi_join(line0, input1), summarise(line1, 'meancredit_score = mean(credit_score, na.rm = T)', '')","SELECT meancredit_score AS avg_credit_score_
FROM
  (SELECT AVG(credit_score) AS meancredit_score
   FROM
     (SELECT *
      FROM
        (SELECT credit_score,
                cust_id,
                AVG(credit_score) AS meancredit_score
         FROM df_customer
         GROUP BY credit_score,
                  cust_id) AS LHS
      WHERE EXISTS
          (SELECT 1
           FROM df_loan AS RHS
           WHERE (LHS.cust_id = RHS.cust_id) )))
ORDER BY avg_credit_score_;",3,13,5,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
spider/loan_1/0003,"filter(input0, ""city == 'New York City'""), summarise(line0, 'sumno_of_customers = sum(no_of_customers)', ""'city'"")","SELECT `sumno_of_customers` AS `sum_no_of_customers_`
FROM
  (SELECT `city`,
          SUM(`no_of_customers`) AS `sumno_of_customers`
   FROM
     (SELECT *
      FROM `df_bank`
      WHERE (`city` = 'New York City'))
   GROUP BY city)
ORDER BY sum_no_of_customers_;",2,7,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0027,"summarise(input0, 'sumcredit_score = sum(credit_score)', ""'acc_bal','state'""), filter(line0, 'acc_bal != 100L & sumcredit_score > 100L')","SELECT acc_bal AS sum_acc_bal_,
       state
FROM
  (SELECT acc_bal,
          state,
          SUM(credit_score) AS sumcredit_score
   FROM df_customer
   GROUP BY acc_bal,
            state)
WHERE (acc_bal != 100
       AND sumcredit_score > 100)
ORDER BY sum_acc_bal_;",2,5,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0022,"limit(input0, 'cust_name')","SELECT cust_name
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM df_customer
      ORDER BY cust_name)
   LIMIT 1);",0,7,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0030,"filter(input1, 'amount != 5000L'), summarise(line0, 'sumamount = sum(amount)', ""'cust_id','loan_type'""), left_join(line1, input0)","SELECT DISTINCT cust_name,
                acc_type
FROM
  (SELECT LHS.cust_id AS cust_id,
          LHS.loan_type AS loan_type,
          LHS.sumamount AS sumamount,
          RHS.cust_name AS cust_name,
          RHS.acc_type AS acc_type,
          RHS.acc_bal AS acc_bal,
          RHS.no_of_loans AS no_of_loans,
          RHS.credit_score AS credit_score,
          RHS.branch_id AS branch_id,
          RHS.state AS state
   FROM
     (SELECT cust_id,
             loan_type,
             SUM(amount) AS sumamount
      FROM df_loan
      WHERE (amount != 5000)
      GROUP BY cust_id,
               loan_type) AS LHS
   LEFT JOIN df_customer AS RHS ON (LHS.cust_id = RHS.cust_id))
ORDER BY cust_name;",3,9,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
spider/loan_1/0013,"mutate(input0, 'n_distinct = n_distinct(acc_type)')","SELECT DISTINCT COUNT(DISTINCT acc_type) OVER () AS count_distinct_acc_type_
FROM df_customer
ORDER BY count_distinct_acc_type_;",1,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
spider/loan_1/0006,"filter(input0, ""bname == 'morningside'""), natural_join(input0, line0)","SELECT `city`,
       `state`
FROM
  (SELECT `LHS`.`branch_id` AS `branch_id`,
          `LHS`.`bname` AS `bname`,
          `LHS`.`no_of_customers` AS `no_of_customers`,
          `LHS`.`city` AS `city`,
          `LHS`.`state` AS `state`
   FROM `df_bank` AS `LHS`
   INNER JOIN
     (SELECT *
      FROM `df_bank`
      WHERE (`bname` = 'morningside')) AS RHS ON (LHS.branch_id = RHS.branch_id
                                                  AND LHS.bname = RHS.bname
                                                  AND LHS.no_of_customers = RHS.no_of_customers
                                                  AND LHS.city = RHS.city
                                                  AND LHS.state = RHS.state))
ORDER BY city;",2,8,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0004,"summarise(input0, 'meanno_of_customers = mean(no_of_customers, na.rm = T)', ""'no_of_customers','state'""), filter(line0, ""state == 'Utah' & meanno_of_customers >= no_of_customers"")","SELECT `no_of_customers` AS `avg_no_of_customers_`
FROM
  (SELECT `no_of_customers`,
          `state`,
          AVG(`no_of_customers`) AS `meanno_of_customers`
   FROM `df_bank`
   GROUP BY `no_of_customers`,
            `state`)
WHERE (`state` = 'Utah'
       AND meanno_of_customers >= no_of_customers)
ORDER BY avg_no_of_customers_;",2,5,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0012,"summarise(input0, 'n_distinct = n_distinct(state)', ""'city','state'""), mutate(line0, 'n_distinct = n_distinct(state)')","SELECT DISTINCT COUNT(DISTINCT state) OVER () AS count_distinct_state_
FROM
  (SELECT city,
          state,
          COUNT(DISTINCT state) AS n_distinct
   FROM df_bank
   GROUP BY city,
            state)
ORDER BY count_distinct_state_;",2,8,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
spider/loan_1/0026,"filter(input0, 'credit_score < 50L & credit_score <= acc_bal'), summarise(line0, 'meanacc_bal = mean(acc_bal, na.rm = T)', ""'acc_type','cust_name'"")","SELECT meanacc_bal AS avg_acc_bal_,
       acc_type
FROM
  (SELECT acc_type,
          cust_name,
          AVG(acc_bal) AS meanacc_bal
   FROM
     (SELECT *
      FROM df_customer
      WHERE (credit_score < 50
             AND credit_score <= acc_bal))
   GROUP BY acc_type,
            cust_name)
ORDER BY avg_acc_bal_;",2,7,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0015,"filter(input0, ""state == 'Utah' | state == 'Texas'""), summarise(line0, 'sumacc_bal = sum(acc_bal)', '')","SELECT `sumacc_bal` AS `sum_acc_bal_`
FROM
  (SELECT SUM(`acc_bal`) AS `sumacc_bal`
   FROM
     (SELECT *
      FROM `df_customer`
      WHERE (`state` = 'Utah'
             OR `state` = 'Texas')))
ORDER BY sum_acc_bal_;",2,8,3,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0005,"summarise(input0, 'meanno_of_customers = mean(no_of_customers, na.rm = T)', ""'bname','no_of_customers'""), summarise(line0, 'meanno_of_customers = mean(no_of_customers, na.rm = T)', '')","SELECT meanno_of_customers AS avg_no_of_customers_
FROM
  (SELECT AVG(no_of_customers) AS meanno_of_customers
   FROM
     (SELECT bname,
             no_of_customers,
             AVG(no_of_customers) AS meanno_of_customers
      FROM df_bank
      GROUP BY bname,
               no_of_customers))
ORDER BY avg_no_of_customers_;",2,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0032,"filter(input1, 'credit_score < 100L & credit_score != 1L'), summarise(input2, 'sumamount = sum(amount)', ""'cust_id','loan_id'""), natural_join4(input0, input1, line0, line1)","SELECT DISTINCT bname
FROM
  (SELECT LHS.branch_id AS branch_id,
          LHS.bname AS bname,
          LHS.no_of_customers AS no_of_customers,
          LHS.city AS city,
          LHS.state AS state,
          LHS.cust_id AS cust_id,
          LHS.cust_name AS cust_name,
          LHS.acc_type AS acc_type,
          LHS.acc_bal AS acc_bal,
          LHS.no_of_loans AS no_of_loans,
          LHS.credit_score AS credit_score,
          RHS.loan_id AS loan_id,
          RHS.sumamount AS sumamount
   FROM
     (SELECT LHS.branch_id AS branch_id,
             LHS.bname AS bname,
             LHS.no_of_customers AS no_of_customers,
             LHS.city AS city,
             LHS.state AS state,
             LHS.cust_id AS cust_id,
             LHS.cust_name AS cust_name,
             LHS.acc_type AS acc_type,
             LHS.acc_bal AS acc_bal,
             LHS.no_of_loans AS no_of_loans,
             LHS.credit_score AS credit_score
      FROM
        (SELECT LHS.branch_id AS branch_id,
                LHS.bname AS bname,
                LHS.no_of_customers AS no_of_customers,
                LHS.city AS city,
                LHS.state AS state,
                RHS.cust_id AS cust_id,
                RHS.cust_name AS cust_name,
                RHS.acc_type AS acc_type,
                RHS.acc_bal AS acc_bal,
                RHS.no_of_loans AS no_of_loans,
                RHS.credit_score AS credit_score
         FROM df_bank AS LHS
         INNER JOIN df_customer AS RHS ON (LHS.branch_id = RHS.branch_id
                                           AND LHS.state = RHS.state)) AS LHS
      INNER JOIN
        (SELECT *
         FROM df_customer
         WHERE (credit_score < 100
                AND credit_score != 1)) AS RHS ON (LHS.branch_id = RHS.branch_id
                                                   AND LHS.state = RHS.state
                                                   AND LHS.cust_id = RHS.cust_id
                                                   AND LHS.cust_name = RHS.cust_name
                                                   AND LHS.acc_type = RHS.acc_type
                                                   AND LHS.acc_bal = RHS.acc_bal
                                                   AND LHS.no_of_loans = RHS.no_of_loans
                                                   AND LHS.credit_score = RHS.credit_score)) AS LHS
   INNER JOIN
     (SELECT cust_id,
             loan_id,
             SUM(amount) AS sumamount
      FROM df_loan
      GROUP BY cust_id,
               loan_id) AS RHS ON (LHS.cust_id = RHS.cust_id))
ORDER BY bname;",3,17,6,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
spider/loan_1/0018,"filter(input1, ""loan_type == 'Mortgages'""), anti_join(input0, line0, ""'cust_id'"")","SELECT `cust_name`
FROM
  (SELECT *
   FROM `df_customer` AS `LHS`
   WHERE NOT EXISTS
       (SELECT 1
        FROM
          (SELECT *
           FROM `df_loan`
           WHERE (`loan_type` = 'Mortgages')) AS RHS
        WHERE (LHS.cust_id = RHS.cust_id) ))
ORDER BY cust_name;",2,13,4,0,4,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
spider/loan_1/0035,"filter(input1, 'amount <= 3000L'), anti_join(input1, line0, ""'loan_id'""), inner_join(input0, line1, ""'cust_id' = 'branch_id'"")","SELECT cust_name
FROM
  (SELECT LHS.cust_id AS cust_id,
          LHS.cust_name AS cust_name,
          LHS.acc_type AS acc_type,
          LHS.acc_bal AS acc_bal,
          LHS.no_of_loans AS no_of_loans,
          LHS.credit_score AS credit_score,
          LHS.branch_id AS branch_id,
          LHS.state AS state,
          RHS.loan_id AS loan_id,
          RHS.loan_type AS loan_type,
          RHS.cust_id AS cust_id_other,
          RHS.amount AS amount
   FROM df_customer AS LHS
   INNER JOIN
     (SELECT *
      FROM df_loan AS LHS
      WHERE NOT EXISTS
          (SELECT 1
           FROM
             (SELECT *
              FROM df_loan
              WHERE (amount <= 3000)) AS RHS
           WHERE (LHS.loan_id = RHS.loan_id) )) AS RHS ON (LHS.cust_id = RHS.branch_id))
ORDER BY cust_name;",3,16,5,0,5,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
spider/loan_1/0020,"cross_join(input0, input0, 'credit_score < credit_score.other'), summarise(line0, 'meancredit_score = mean(credit_score, na.rm = T)', ""'cust_name','no_of_loans'"")","SELECT cust_name
FROM
  (SELECT cust_name,
          no_of_loans,
          AVG(credit_score) AS meancredit_score
   FROM
     (SELECT *
      FROM
        (SELECT LHS.cust_id AS cust_id,
                LHS.cust_name AS cust_name,
                LHS.acc_type AS acc_type,
                LHS.acc_bal AS acc_bal,
                LHS.no_of_loans AS no_of_loans,
                LHS.credit_score AS credit_score,
                LHS.branch_id AS branch_id,
                LHS.state AS state,
                RHS.cust_id AS cust_id_other,
                RHS.cust_name AS cust_name_other,
                RHS.acc_type AS acc_type_other,
                RHS.acc_bal AS acc_bal_other,
                RHS.no_of_loans AS no_of_loans_other,
                RHS.credit_score AS credit_score_other,
                RHS.branch_id AS branch_id_other,
                RHS.state AS state_other
         FROM df_customer AS LHS
         CROSS JOIN df_customer AS RHS)
      WHERE (credit_score < credit_score_other))
   GROUP BY cust_name,
            no_of_loans)
ORDER BY cust_name;",2,9,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
spider/loan_1/0019,"filter(input1, ""loan_type == 'Mortgages' | loan_type != 'Auto'""), inner_join(input0, input1, ""'cust_id'""), anti_join(line1, line0, ""'cust_id','loan_type'"")","SELECT `cust_name`
FROM
  (SELECT *
   FROM
     (SELECT `LHS`.`cust_id` AS `cust_id`,
             `LHS`.`cust_name` AS `cust_name`,
             `LHS`.`acc_type` AS `acc_type`,
             `LHS`.`acc_bal` AS `acc_bal`,
             `LHS`.`no_of_loans` AS `no_of_loans`,
             `LHS`.`credit_score` AS `credit_score`,
             `LHS`.`branch_id` AS `branch_id`,
             `LHS`.`state` AS `state`,
             `RHS`.`loan_id` AS `loan_id`,
             `RHS`.`loan_type` AS `loan_type`,
             `RHS`.`branch_id` AS `branch_id_other`,
             `RHS`.`amount` AS `amount`
      FROM `df_customer` AS `LHS`
      INNER JOIN `df_loan` AS `RHS` ON (`LHS`.`cust_id` = `RHS`.`cust_id`)) AS `LHS`
   WHERE NOT EXISTS
       (SELECT 1
        FROM
          (SELECT *
           FROM `df_loan`
           WHERE (`loan_type` = 'Mortgages'
                  OR `loan_type` != 'Auto')) AS RHS
        WHERE (LHS.cust_id = RHS.cust_id
               AND LHS.loan_type = RHS.loan_type) ))
ORDER BY cust_name;",3,17,5,0,5,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
spider/loan_1/0007,"filter(input0, ""state == 'New York'"")","SELECT `bname`
FROM `df_bank`
WHERE (`state` = 'New York')
ORDER BY bname;",1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0034,"intersect(input1, input1, 'cust_id'), semi_join(input0, line0)","SELECT cust_name,
       credit_score
FROM
  (SELECT *
   FROM df_customer AS LHS
   WHERE EXISTS
       (SELECT 1
        FROM
          (SELECT cust_id
           FROM df_loan INTERSECT SELECT cust_id
           FROM df_loan) AS RHS
        WHERE (LHS.cust_id = RHS.cust_id) ))
ORDER BY cust_name;",2,14,5,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
spider/loan_1/0024,"summarise(input1, 'sumamount = sum(amount)', ""'cust_id'""), natural_join(input0, line0), limit(line1, 'acc_bal')","SELECT cust_name
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM
        (SELECT LHS.cust_id AS cust_id,
                LHS.cust_name AS cust_name,
                LHS.acc_type AS acc_type,
                LHS.acc_bal AS acc_bal,
                LHS.no_of_loans AS no_of_loans,
                LHS.credit_score AS credit_score,
                LHS.branch_id AS branch_id,
                LHS.state AS state,
                RHS.sumamount AS sumamount
         FROM df_customer AS LHS
         INNER JOIN
           (SELECT cust_id,
                   SUM(amount) AS sumamount
            FROM df_loan
            GROUP BY cust_id) AS RHS ON (LHS.cust_id = RHS.cust_id))
      ORDER BY acc_bal)
   LIMIT 1);",2,12,5,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0021,"limit(input0, 'bname')","SELECT bname
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM df_bank
      ORDER BY bname)
   LIMIT 1);",0,7,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0023,"limit(input0, 'no_of_loans')","SELECT cust_name,
       acc_type,
       acc_bal
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM df_customer
      ORDER BY no_of_loans)
   LIMIT 1);",0,7,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0009,"summarise(input1, 'sumamount = sum(amount)', ""'cust_id'""), semi_join(input0, line0)","SELECT cust_name
FROM
  (SELECT *
   FROM df_customer AS LHS
   WHERE EXISTS
       (SELECT 1
        FROM
          (SELECT cust_id,
                  SUM(amount) AS sumamount
           FROM df_loan
           GROUP BY cust_id) AS RHS
        WHERE (LHS.cust_id = RHS.cust_id) ))
ORDER BY cust_name;",2,11,4,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
spider/loan_1/0025,"summarise(input0, 'sumno_of_customers = sum(no_of_customers)', ""'city','state'""), limit(line0, 'desc(sumno_of_customers)')","SELECT state
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM
        (SELECT city,
                state,
                SUM(no_of_customers) AS sumno_of_customers
         FROM df_bank
         GROUP BY city,
                  state)
      ORDER BY sumno_of_customers DESC)
   LIMIT 1);",1,10,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spider/loan_1/0011,"summarise(input0, 'n_distinct = n_distinct(city)', ''), mutate(line0, 'n = n()')","SELECT n_distinct AS count_distinct_city_
FROM
  (SELECT COUNT(DISTINCT city) AS n_distinct
   FROM df_bank)
ORDER BY count_distinct_city_;",2,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
spider/loan_1/0010,"filter(input0, 'no_of_loans <= 0L'), left_join(line0, input0)","SELECT state,
       acc_type,
       credit_score
FROM
  (SELECT LHS.cust_id AS cust_id,
          LHS.cust_name AS cust_name,
          LHS.acc_type AS acc_type,
          LHS.acc_bal AS acc_bal,
          LHS.no_of_loans AS no_of_loans,
          LHS.credit_score AS credit_score,
          LHS.branch_id AS branch_id,
          LHS.state AS state
   FROM
     (SELECT *
      FROM df_customer
      WHERE (no_of_loans <= 0)) AS LHS
   LEFT JOIN df_customer AS RHS ON (LHS.cust_id = RHS.cust_id
                                    AND LHS.cust_name = RHS.cust_name
                                    AND LHS.acc_type = RHS.acc_type
                                    AND LHS.acc_bal = RHS.acc_bal
                                    AND LHS.no_of_loans = RHS.no_of_loans
                                    AND LHS.credit_score = RHS.credit_score
                                    AND LHS.branch_id = RHS.branch_id
                                    AND LHS.state = RHS.state))
ORDER BY state;",2,8,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
spider/loan_1/0040,"summarise(input0, 'meancredit_score = mean(credit_score, na.rm = T)', ""'cust_id','cust_name'""), anti_join(line0, input1, ""'cust_id'"")","SELECT meancredit_score AS avg_credit_score_
FROM
  (SELECT *
   FROM
     (SELECT cust_id,
             cust_name,
             AVG(credit_score) AS meancredit_score
      FROM df_customer
      GROUP BY cust_id,
               cust_name) AS LHS
   WHERE NOT EXISTS
       (SELECT 1
        FROM df_loan AS RHS
        WHERE (LHS.cust_id = RHS.cust_id) ))
ORDER BY avg_credit_score_;",2,12,4,0,4,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
spider/loan_1/0031,"summarise(input1, 'sumamount = sum(amount)', ""'amount','cust_id'""), natural_join(input0, line0), limit(line1, 'desc(no_of_customers)')","SELECT bname
FROM
  (SELECT *
   FROM
     (SELECT *
      FROM
        (SELECT LHS.branch_id AS branch_id,
                LHS.bname AS bname,
                LHS.no_of_customers AS no_of_customers,
                LHS.city AS city,
                LHS.state AS state,
                RHS.amount AS amount,
                RHS.cust_id AS cust_id,
                RHS.sumamount AS sumamount
         FROM df_bank AS LHS
         CROSS JOIN
           (SELECT amount,
                   cust_id,
                   SUM(amount) AS sumamount
            FROM df_loan
            GROUP BY amount,
                     cust_id) AS RHS)
      ORDER BY no_of_customers DESC)
   LIMIT 1);",2,12,5,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
spider/phone_market/0002,df_phone,"SELECT name
FROM df_phone
ORDER BY name;",0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
