name,loc,sql_size,cols,tables,total_rows,total_cells
db2csv/products_gen_characteristics/0044_train,,37,14,3,47,242
db2csv/products_gen_characteristics/0074_train,,45,11,3,29,148
db2csv/products_gen_characteristics/0043_train,,37,14,3,47,242
db2csv/products_gen_characteristics/0065_train,,12,3,1,4,10
db2csv/products_gen_characteristics/0081_train,,39,7,2,36,138
db2csv/products_gen_characteristics/0056_train,,36,14,3,46,241
db2csv/products_gen_characteristics/0040_train,,25,10,2,31,166
db2csv/products_gen_characteristics/0032_train,,30,9,2,24,138
db2csv/products_gen_characteristics/0001_train,,6,8,1,16,121
db2csv/products_gen_characteristics/0077_train,,27,9,2,24,137
db2csv/products_gen_characteristics/0002_train,,6,8,1,16,121
db2csv/products_gen_characteristics/0051_train,,36,14,3,46,241
db2csv/products_gen_characteristics/0020_train,,19,8,1,16,121
db2csv/products_gen_characteristics/0033_train,,43,11,3,42,189
db2csv/products_gen_characteristics/0073_train,,45,11,3,29,148
db2csv/products_gen_characteristics/0059_train,,55,15,4,54,257
db2csv/products_gen_characteristics/0021_train,,15,8,1,16,122
db2csv/products_gen_characteristics/0050_train,,36,14,3,46,241
db2csv/products_gen_characteristics/0060_train,,55,15,4,54,257
db2csv/products_gen_characteristics/0019_train,,19,8,1,16,121
db2csv/products_gen_characteristics/0028_train,,26,10,2,24,135
db2csv/products_gen_characteristics/0024_train,,12,8,1,16,121
db2csv/products_gen_characteristics/0058_train,,37,14,3,46,241
db2csv/products_gen_characteristics/0052_train,,36,14,3,46,241
db2csv/products_gen_characteristics/0015_train,,33,9,2,29,154
db2csv/products_gen_characteristics/0011_train,,6,5,1,21,81
db2csv/products_gen_characteristics/0063_train,,12,3,1,4,10
db2csv/products_gen_characteristics/0070_train,,26,10,2,19,130
db2csv/products_gen_characteristics/0029_train,,26,9,2,24,137
db2csv/products_gen_characteristics/0035_train,,26,9,2,26,139
db2csv/products_gen_characteristics/0026_train,,26,9,2,24,137
db2csv/products_gen_characteristics/0042_train,,39,14,3,46,241
db2csv/products_gen_characteristics/0038_train,,34,9,2,24,139
db2csv/products_gen_characteristics/0055_train,,36,14,3,46,241
db2csv/products_gen_characteristics/0023_train,,12,8,1,16,121
db2csv/products_gen_characteristics/0018_train,,12,8,1,16,121
db2csv/products_gen_characteristics/0005_train,,6,5,1,16,76
db2csv/products_gen_characteristics/0047_train,,45,14,3,47,242
db2csv/products_gen_characteristics/0014_train,,12,8,1,19,124
db2csv/products_gen_characteristics/0069_train,,26,10,2,19,130
db2csv/products_gen_characteristics/0057_train,,37,14,3,46,241
db2csv/products_gen_characteristics/0078_train,,27,9,2,24,137
db2csv/products_gen_characteristics/0083_train,,39,14,3,48,243
db2csv/products_gen_characteristics/0027_train,,26,10,2,24,135
db2csv/products_gen_characteristics/0075_train,,27,9,2,24,137
db2csv/products_gen_characteristics/0036_train,,26,9,2,26,139
db2csv/products_gen_characteristics/0046_train,,41,14,3,46,242
db2csv/products_gen_characteristics/0062_train,,55,15,4,54,257
db2csv/products_gen_characteristics/0068_train,,15,3,1,4,11
db2csv/products_gen_characteristics/0003_train,,6,2,1,9,17
db2csv/products_gen_characteristics/0080_train,,38,14,3,46,241
db2csv/products_gen_characteristics/0049_train,,36,14,3,46,241
db2csv/products_gen_characteristics/0007_train,,9,8,1,30,150
db2csv/products_gen_characteristics/0037_train,,34,9,2,24,139
db2csv/products_gen_characteristics/0030_train,,26,9,2,24,137
db2csv/products_gen_characteristics/0072_train,,30,10,2,19,131
db2csv/products_gen_characteristics/0076_train,,27,9,2,24,137
db2csv/products_gen_characteristics/0079_train,,38,14,3,46,241
db2csv/products_gen_characteristics/0054_train,,55,15,4,55,258
db2csv/products_gen_characteristics/0022_train,,15,8,1,16,122
db2csv/products_gen_characteristics/0013_train,,12,8,1,19,124
db2csv/products_gen_characteristics/0010_train,,6,2,1,16,24
db2csv/products_gen_characteristics/0031_train,,30,9,2,24,138
db2csv/products_gen_characteristics/0066_train,,12,3,1,4,10
db2csv/products_gen_characteristics/0071_train,,30,10,2,19,131
db2csv/products_gen_characteristics/0061_train,,55,15,4,54,257
db2csv/products_gen_characteristics/0039_train,,25,10,2,31,166
db2csv/products_gen_characteristics/0045_train,,41,14,3,46,242
db2csv/products_gen_characteristics/0085_train,,15,9,2,24,137
db2csv/products_gen_characteristics/0064_train,,12,3,1,4,10
db2csv/products_gen_characteristics/0067_train,,15,3,1,4,11
db2csv/products_gen_characteristics/0034_train,,43,11,3,42,189
db2csv/products_gen_characteristics/0004_train,,6,2,1,9,17
db2csv/products_gen_characteristics/0008_train,,9,8,1,30,150
db2csv/products_gen_characteristics/0009_train,,6,2,1,16,24
db2csv/restaurant_1/0006_train,,14,4,1,3,10
db2csv/restaurant_1/0012_train,,18,8,1,35,274
db2csv/restaurant_1/0016_train,,28,8,1,37,278
db2csv/restaurant_1/0017_train,,36,7,3,7,19
db2csv/restaurant_1/0001_train,,6,4,1,4,10
db2csv/restaurant_1/0002_train,,12,4,1,3,9
db2csv/restaurant_1/0020_train,,48,14,3,39,289
db2csv/restaurant_1/0021_train,,34,7,2,5,18
db2csv/restaurant_1/0019_train,,48,14,3,39,289
db2csv/restaurant_1/0015_train,,22,8,1,44,292
db2csv/restaurant_1/0011_train,,12,8,1,35,273
db2csv/restaurant_1/0018_train,,33,11,2,37,281
db2csv/restaurant_1/0005_train,,12,3,1,3,7
db2csv/restaurant_1/0014_train,,21,8,1,39,282
db2csv/restaurant_1/0003_train,,12,4,1,3,9
db2csv/restaurant_1/0007_train,,19,8,1,35,273
db2csv/restaurant_1/0022_train,,29,11,2,37,282
db2csv/restaurant_1/0013_train,,18,8,1,35,274
db2csv/restaurant_1/0010_train,,19,8,1,35,273
db2csv/restaurant_1/0004_train,,6,3,1,4,8
db2csv/restaurant_1/0008_train,,19,8,1,35,273
db2csv/restaurant_1/0009_train,,15,8,1,52,308
db2csv/voter_2/0006_train,,8,9,1,11,91
db2csv/voter_2/0053_train,,30,16,2,47,365
db2csv/voter_2/0025_train,,9,9,1,18,106
db2csv/voter_2/0048_train,,35,16,2,45,363
db2csv/voter_2/0041_train,,30,16,2,45,364
db2csv/voter_2/0012_train,,12,8,1,37,275
db2csv/voter_2/0016_train,,14,8,1,35,273
db2csv/voter_2/0017_train,,19,8,1,35,274
db2csv/voter_2/0044_train,,32,16,2,45,363
db2csv/voter_2/0043_train,,32,16,2,45,363
db2csv/voter_2/0065_train,,13,8,1,35,273
db2csv/voter_2/0056_train,,30,16,2,45,363
db2csv/voter_2/0040_train,,30,16,2,45,364
db2csv/voter_2/0032_train,,19,16,2,46,364
db2csv/voter_2/0001_train,,6,8,1,35,273
db2csv/voter_2/0002_train,,6,8,1,35,273
db2csv/voter_2/0051_train,,31,16,2,45,363
db2csv/voter_2/0020_train,,12,8,1,38,276
db2csv/voter_2/0033_train,,26,16,2,46,364
db2csv/voter_2/0059_train,,14,8,1,40,278
db2csv/voter_2/0021_train,,12,9,1,12,92
db2csv/voter_2/0050_train,,35,16,2,45,363
db2csv/voter_2/0060_train,,14,8,1,40,278
db2csv/voter_2/0019_train,,12,8,1,38,276
db2csv/voter_2/0028_train,,9,9,1,14,98
db2csv/voter_2/0024_train,,12,9,1,11,91
db2csv/voter_2/0058_train,,11,8,1,52,308
db2csv/voter_2/0052_train,,31,16,2,45,363
db2csv/voter_2/0015_train,,14,8,1,35,273
db2csv/voter_2/0011_train,,12,8,1,37,275
db2csv/voter_2/0063_train,,11,9,1,12,94
db2csv/voter_2/0070_train,,13,8,1,35,273
db2csv/voter_2/0029_train,,19,16,2,47,365
db2csv/voter_2/0035_train,,26,16,2,46,364
db2csv/voter_2/0026_train,,9,9,1,18,106
db2csv/voter_2/0042_train,,30,16,2,45,364
db2csv/voter_2/0038_train,,19,16,2,46,364
db2csv/voter_2/0055_train,,30,16,2,45,363
db2csv/voter_2/0023_train,,12,9,1,11,91
db2csv/voter_2/0018_train,,19,8,1,35,274
db2csv/voter_2/0005_train,,8,9,1,11,91
db2csv/voter_2/0047_train,,35,16,2,45,363
db2csv/voter_2/0014_train,,12,8,1,58,296
db2csv/voter_2/0069_train,,13,8,1,35,273
db2csv/voter_2/0057_train,,11,8,1,52,308
db2csv/voter_2/0027_train,,9,9,1,14,98
db2csv/voter_2/0036_train,,26,16,2,46,364
db2csv/voter_2/0046_train,,32,16,2,45,363
db2csv/voter_2/0062_train,,14,8,1,37,275
db2csv/voter_2/0068_train,,19,8,1,35,273
db2csv/voter_2/0003_train,,6,9,1,11,91
db2csv/voter_2/0049_train,,35,16,2,45,363
db2csv/voter_2/0007_train,,8,8,1,35,273
db2csv/voter_2/0037_train,,19,16,2,46,364
db2csv/voter_2/0030_train,,19,16,2,47,365
db2csv/voter_2/0072_train,,14,8,1,40,278
db2csv/voter_2/0054_train,,30,16,2,47,365
db2csv/voter_2/0022_train,,12,9,1,12,92
db2csv/voter_2/0013_train,,12,8,1,58,296
db2csv/voter_2/0010_train,,12,8,1,36,274
db2csv/voter_2/0031_train,,19,16,2,46,364
db2csv/voter_2/0066_train,,13,8,1,35,273
db2csv/voter_2/0071_train,,14,8,1,40,278
db2csv/voter_2/0061_train,,14,8,1,37,275
db2csv/voter_2/0039_train,,30,16,2,45,364
db2csv/voter_2/0045_train,,32,16,2,45,363
db2csv/voter_2/0064_train,,11,9,1,12,94
db2csv/voter_2/0067_train,,19,8,1,35,273
db2csv/voter_2/0034_train,,26,16,2,46,364
db2csv/voter_2/0004_train,,6,9,1,11,91
db2csv/voter_2/0008_train,,8,8,1,35,273
db2csv/voter_2/0009_train,,12,8,1,36,274
db2csv/body_builder/0006_train,,9,6,1,12,42
db2csv/body_builder/0012_train,,28,10,2,12,62
db2csv/body_builder/0016_train,,14,6,1,6,36
db2csv/body_builder/0017_train,,12,6,1,12,48
db2csv/body_builder/0001_train,,6,5,1,6,26
db2csv/body_builder/0002_train,,9,5,1,10,30
db2csv/body_builder/0020_train,,8,6,1,7,37
db2csv/body_builder/0021_train,,15,10,2,12,62
db2csv/body_builder/0019_train,,32,10,2,12,63
db2csv/body_builder/0024_train,,8,5,1,6,26
db2csv/body_builder/0015_train,,13,6,1,7,37
db2csv/body_builder/0011_train,,26,10,2,13,63
db2csv/body_builder/0023_train,,26,10,2,12,62
db2csv/body_builder/0018_train,,6,5,1,10,50
db2csv/body_builder/0005_train,,11,5,1,6,26
db2csv/body_builder/0014_train,,11,6,1,12,48
db2csv/body_builder/0003_train,,12,5,1,10,35
db2csv/body_builder/0007_train,,19,10,2,16,66
db2csv/body_builder/0022_train,,34,10,2,13,63
db2csv/body_builder/0013_train,,23,10,2,16,66
db2csv/body_builder/0010_train,,29,10,2,12,63
db2csv/body_builder/0004_train,,8,5,1,6,26
db2csv/body_builder/0008_train,,26,10,2,15,65
db2csv/body_builder/0009_train,,25,10,2,12,62
db2csv/allergy_1/0006_train,,6,2,1,17,31
db2csv/allergy_1/0053_train,,13,8,1,35,273
db2csv/allergy_1/0025_train,,8,8,1,35,273
db2csv/allergy_1/0048_train,,18,8,1,35,273
db2csv/allergy_1/0094_train,,38,9,2,98,400
db2csv/allergy_1/0086_train,,35,9,2,94,392
db2csv/allergy_1/0041_train,,12,8,1,35,273
db2csv/allergy_1/0012_train,,12,2,1,15,29
db2csv/allergy_1/0082_train,,35,9,2,95,394
db2csv/allergy_1/0084_train,,45,10,3,117,438
db2csv/allergy_1/0016_train,,11,2,1,17,34
db2csv/allergy_1/0091_train,,40,10,3,108,419
db2csv/allergy_1/0017_train,,13,2,1,15,29
db2csv/allergy_1/0044_train,,19,8,1,35,273
db2csv/allergy_1/0074_train,,25,3,2,74,147
db2csv/allergy_1/0043_train,,19,8,1,35,273
db2csv/allergy_1/0065_train,,12,2,1,60,119
db2csv/allergy_1/0087_train,,62,10,3,108,419
db2csv/allergy_1/0098_train,,24,9,2,123,450
db2csv/allergy_1/0081_train,,35,9,2,95,394
db2csv/allergy_1/0056_train,,11,8,1,43,290
db2csv/allergy_1/0040_train,,12,8,1,35,273
db2csv/allergy_1/0032_train,,18,8,1,44,302
db2csv/allergy_1/0001_train,,8,2,1,15,29
db2csv/allergy_1/0077_train,,11,2,1,71,142
db2csv/allergy_1/0002_train,,8,2,1,15,29
db2csv/allergy_1/0051_train,,11,8,1,40,284
db2csv/allergy_1/0020_train,,13,2,1,15,29
db2csv/allergy_1/0033_train,,12,8,1,58,296
db2csv/allergy_1/0073_train,,25,3,2,74,147
db2csv/allergy_1/0059_train,,11,8,1,53,310
db2csv/allergy_1/0021_train,,6,8,1,35,273
db2csv/allergy_1/0050_train,,18,8,1,35,273
db2csv/allergy_1/0060_train,,11,8,1,53,310
db2csv/allergy_1/0019_train,,13,2,1,15,29
db2csv/allergy_1/0028_train,,6,8,1,40,278
db2csv/allergy_1/0024_train,,9,8,1,68,340
db2csv/allergy_1/0058_train,,13,8,1,36,276
db2csv/allergy_1/0052_train,,11,8,1,40,284
db2csv/allergy_1/0089_train,,38,10,3,127,458
db2csv/allergy_1/0095_train,,49,10,3,108,419
db2csv/allergy_1/0015_train,,11,2,1,17,34
db2csv/allergy_1/0011_train,,12,2,1,15,29
db2csv/allergy_1/0063_train,,13,8,1,35,273
db2csv/allergy_1/0070_train,,12,9,2,98,395
db2csv/allergy_1/0097_train,,24,9,2,123,450
db2csv/allergy_1/0029_train,,6,8,1,53,291
db2csv/allergy_1/0035_train,,12,8,1,35,273
db2csv/allergy_1/0026_train,,8,8,1,35,273
db2csv/allergy_1/0090_train,,38,10,3,127,458
db2csv/allergy_1/0042_train,,12,8,1,35,273
db2csv/allergy_1/0038_train,,12,8,1,41,279
db2csv/allergy_1/0055_train,,11,8,1,43,290
db2csv/allergy_1/0023_train,,9,8,1,68,340
db2csv/allergy_1/0018_train,,13,2,1,15,29
db2csv/allergy_1/0005_train,,6,2,1,17,31
db2csv/allergy_1/0047_train,,18,8,1,35,273
db2csv/allergy_1/0014_train,,12,2,1,15,29
db2csv/allergy_1/0069_train,,12,9,2,98,395
db2csv/allergy_1/0057_train,,13,8,1,36,276
db2csv/allergy_1/0078_train,,11,2,1,71,142
db2csv/allergy_1/0083_train,,45,10,3,117,438
db2csv/allergy_1/0093_train,,38,9,2,98,400
db2csv/allergy_1/0027_train,,6,8,1,40,278
db2csv/allergy_1/0075_train,,13,2,1,60,119
db2csv/allergy_1/0088_train,,62,10,3,108,419
db2csv/allergy_1/0092_train,,40,10,3,108,419
db2csv/allergy_1/0036_train,,12,8,1,35,273
db2csv/allergy_1/0046_train,,18,8,1,35,275
db2csv/allergy_1/0062_train,,11,8,1,52,308
db2csv/allergy_1/0068_train,,14,2,1,71,130
db2csv/allergy_1/0003_train,,8,2,1,15,29
db2csv/allergy_1/0080_train,,25,3,2,76,152
db2csv/allergy_1/0049_train,,18,8,1,35,273
db2csv/allergy_1/0007_train,,9,2,1,28,56
db2csv/allergy_1/0037_train,,12,8,1,41,279
db2csv/allergy_1/0030_train,,6,8,1,53,291
db2csv/allergy_1/0072_train,,41,9,2,94,391
db2csv/allergy_1/0076_train,,13,2,1,60,119
db2csv/allergy_1/0079_train,,25,3,2,76,152
db2csv/allergy_1/0054_train,,13,8,1,35,273
db2csv/allergy_1/0022_train,,6,8,1,35,273
db2csv/allergy_1/0013_train,,12,2,1,15,29
db2csv/allergy_1/0010_train,,12,2,1,21,35
db2csv/allergy_1/0031_train,,18,8,1,44,302
db2csv/allergy_1/0066_train,,12,2,1,60,119
db2csv/allergy_1/0071_train,,41,9,2,94,391
db2csv/allergy_1/0061_train,,11,8,1,52,308
db2csv/allergy_1/0039_train,,12,8,1,35,273
db2csv/allergy_1/0045_train,,18,8,1,35,275
db2csv/allergy_1/0085_train,,35,9,2,94,392
db2csv/allergy_1/0064_train,,13,8,1,35,273
db2csv/allergy_1/0067_train,,14,2,1,71,130
db2csv/allergy_1/0034_train,,12,8,1,58,296
db2csv/allergy_1/0004_train,,8,2,1,15,29
db2csv/allergy_1/0008_train,,9,2,1,28,56
db2csv/allergy_1/0009_train,,12,2,1,21,35
db2csv/allergy_1/0096_train,,49,10,3,108,419
db2csv/driving_school/0006_train,,12,2,1,4,7
db2csv/driving_school/0053_train,,13,11,1,16,166
db2csv/driving_school/0025_train,,36,18,2,31,286
db2csv/driving_school/0048_train,,19,11,1,16,166
db2csv/driving_school/0086_train,,35,16,2,31,256
db2csv/driving_school/0041_train,,15,11,1,28,191
db2csv/driving_school/0012_train,,19,9,1,16,136
db2csv/driving_school/0082_train,,25,16,2,31,256
db2csv/driving_school/0084_train,,35,16,2,31,256
db2csv/driving_school/0016_train,,12,9,1,16,136
db2csv/driving_school/0091_train,,25,16,2,36,261
db2csv/driving_school/0017_train,,19,9,1,16,136
db2csv/driving_school/0044_train,,25,11,1,17,171
db2csv/driving_school/0074_train,,32,14,2,31,227
db2csv/driving_school/0043_train,,25,11,1,17,171
db2csv/driving_school/0065_train,,34,17,2,31,256
db2csv/driving_school/0087_train,,25,18,2,31,286
db2csv/driving_school/0081_train,,25,16,2,31,256
db2csv/driving_school/0056_train,,40,18,2,31,286
db2csv/driving_school/0040_train,,15,11,1,16,167
db2csv/driving_school/0032_train,,30,15,2,32,229
db2csv/driving_school/0001_train,,6,2,1,6,9
db2csv/driving_school/0077_train,,12,8,1,16,121
db2csv/driving_school/0002_train,,6,2,1,6,9
db2csv/driving_school/0051_train,,11,11,1,17,169
db2csv/driving_school/0020_train,,6,9,1,16,136
db2csv/driving_school/0033_train,,30,15,2,31,227
db2csv/driving_school/0073_train,,32,14,2,31,227
db2csv/driving_school/0059_train,,17,11,1,18,171
db2csv/driving_school/0021_train,,34,15,2,31,226
db2csv/driving_school/0050_train,,6,11,1,16,166
db2csv/driving_school/0060_train,,17,11,1,18,171
db2csv/driving_school/0019_train,,6,9,1,16,136
db2csv/driving_school/0028_train,,34,15,2,31,226
db2csv/driving_school/0024_train,,38,15,2,31,227
db2csv/driving_school/0058_train,,18,11,1,16,168
db2csv/driving_school/0052_train,,11,11,1,17,169
db2csv/driving_school/0089_train,,12,17,2,31,301
db2csv/driving_school/0015_train,,12,9,1,16,136
db2csv/driving_school/0011_train,,19,9,1,16,136
db2csv/driving_school/0063_train,,34,17,2,31,256
db2csv/driving_school/0070_train,,36,14,2,31,226
db2csv/driving_school/0029_train,,12,6,1,16,91
db2csv/driving_school/0035_train,,30,15,2,32,227
db2csv/driving_school/0026_train,,36,18,2,31,286
db2csv/driving_school/0090_train,,12,17,2,31,301
db2csv/driving_school/0042_train,,15,11,1,28,191
db2csv/driving_school/0038_train,,9,11,1,30,195
db2csv/driving_school/0055_train,,40,18,2,31,286
db2csv/driving_school/0023_train,,38,15,2,31,227
db2csv/driving_school/0018_train,,19,9,1,16,136
db2csv/driving_school/0005_train,,12,2,1,4,7
db2csv/driving_school/0047_train,,19,11,1,16,166
db2csv/driving_school/0014_train,,19,9,1,16,136
db2csv/driving_school/0069_train,,36,14,2,31,226
db2csv/driving_school/0057_train,,18,11,1,16,168
db2csv/driving_school/0078_train,,12,8,1,16,121
db2csv/driving_school/0083_train,,35,16,2,31,256
db2csv/driving_school/0093_train,,31,9,2,19,128
db2csv/driving_school/0027_train,,34,15,2,31,226
db2csv/driving_school/0075_train,,11,4,1,17,64
db2csv/driving_school/0088_train,,25,18,2,31,286
db2csv/driving_school/0092_train,,25,16,2,36,261
db2csv/driving_school/0036_train,,30,15,2,32,227
db2csv/driving_school/0046_train,,12,11,1,21,171
db2csv/driving_school/0062_train,,30,17,2,31,257
db2csv/driving_school/0068_train,,27,17,2,31,256
db2csv/driving_school/0003_train,,6,2,1,4,7
db2csv/driving_school/0080_train,,40,16,2,31,256
db2csv/driving_school/0049_train,,6,11,1,16,166
db2csv/driving_school/0007_train,,12,9,1,30,180
db2csv/driving_school/0037_train,,9,11,1,30,195
db2csv/driving_school/0030_train,,12,6,1,16,91
db2csv/driving_school/0072_train,,15,14,2,31,226
db2csv/driving_school/0076_train,,11,4,1,17,64
db2csv/driving_school/0079_train,,40,16,2,31,256
db2csv/driving_school/0054_train,,13,11,1,16,166
db2csv/driving_school/0022_train,,34,15,2,31,226
db2csv/driving_school/0013_train,,19,9,1,16,136
db2csv/driving_school/0010_train,,19,9,1,16,136
db2csv/driving_school/0031_train,,30,15,2,32,229
db2csv/driving_school/0066_train,,34,17,2,31,256
db2csv/driving_school/0071_train,,15,14,2,31,226
db2csv/driving_school/0061_train,,30,17,2,31,257
db2csv/driving_school/0039_train,,15,11,1,16,167
db2csv/driving_school/0045_train,,12,11,1,21,171
db2csv/driving_school/0085_train,,35,16,2,31,256
db2csv/driving_school/0064_train,,34,17,2,31,256
db2csv/driving_school/0067_train,,27,17,2,31,256
db2csv/driving_school/0034_train,,30,15,2,31,227
db2csv/driving_school/0004_train,,6,2,1,4,7
db2csv/driving_school/0008_train,,12,9,1,30,180
db2csv/driving_school/0009_train,,19,9,1,16,136
db2csv/sports_competition/0006_train,,8,6,1,7,37
db2csv/sports_competition/0025_train,,13,8,1,25,140
db2csv/sports_competition/0048_train,,19,4,1,12,45
db2csv/sports_competition/0041_train,,8,8,1,16,121
db2csv/sports_competition/0012_train,,13,6,1,7,38
db2csv/sports_competition/0016_train,,9,4,1,12,30
db2csv/sports_competition/0017_train,,9,4,1,12,30
db2csv/sports_competition/0044_train,,18,8,1,17,122
db2csv/sports_competition/0043_train,,18,8,1,17,122
db2csv/sports_competition/0040_train,,8,8,1,16,121
db2csv/sports_competition/0032_train,,13,4,1,12,45
db2csv/sports_competition/0001_train,,6,4,1,7,25
db2csv/sports_competition/0002_train,,6,4,1,7,25
db2csv/sports_competition/0051_train,,18,4,1,12,45
db2csv/sports_competition/0020_train,,23,10,2,36,174
db2csv/sports_competition/0033_train,,14,4,1,12,45
db2csv/sports_competition/0021_train,,26,10,2,22,145
db2csv/sports_competition/0050_train,,24,4,1,12,45
db2csv/sports_competition/0019_train,,23,10,2,36,174
db2csv/sports_competition/0028_train,,16,8,1,25,130
db2csv/sports_competition/0024_train,,28,10,2,22,145
db2csv/sports_competition/0052_train,,18,4,1,12,45
db2csv/sports_competition/0015_train,,9,4,1,12,30
db2csv/sports_competition/0011_train,,13,6,1,7,38
db2csv/sports_competition/0029_train,,11,4,1,13,48
db2csv/sports_competition/0035_train,,15,10,2,22,145
db2csv/sports_competition/0026_train,,13,8,1,25,140
db2csv/sports_competition/0042_train,,8,8,1,16,121
db2csv/sports_competition/0038_train,,24,8,1,16,121
db2csv/sports_competition/0023_train,,28,10,2,22,145
db2csv/sports_competition/0018_train,,9,4,1,12,30
db2csv/sports_competition/0005_train,,8,6,1,7,37
db2csv/sports_competition/0047_train,,19,4,1,12,45
db2csv/sports_competition/0014_train,,12,6,1,7,37
db2csv/sports_competition/0027_train,,16,8,1,25,130
db2csv/sports_competition/0036_train,,15,10,2,22,145
db2csv/sports_competition/0046_train,,17,8,1,20,130
db2csv/sports_competition/0003_train,,9,4,1,12,30
db2csv/sports_competition/0049_train,,24,4,1,12,45
db2csv/sports_competition/0007_train,,9,4,1,22,66
db2csv/sports_competition/0037_train,,24,8,1,16,121
db2csv/sports_competition/0030_train,,11,4,1,13,48
db2csv/sports_competition/0022_train,,26,10,2,22,145
db2csv/sports_competition/0013_train,,12,6,1,7,37
db2csv/sports_competition/0010_train,,12,4,1,13,46
db2csv/sports_competition/0031_train,,13,4,1,12,45
db2csv/sports_competition/0039_train,,8,8,1,16,121
db2csv/sports_competition/0045_train,,17,8,1,20,130
db2csv/sports_competition/0034_train,,14,4,1,12,45
db2csv/sports_competition/0004_train,,9,4,1,12,30
db2csv/sports_competition/0008_train,,9,4,1,22,66
db2csv/sports_competition/0009_train,,12,4,1,13,46
db2csv/device/0006_train,,12,6,1,7,37
db2csv/device/0025_train,,30,7,2,21,85
db2csv/device/0012_train,,12,5,1,24,84
db2csv/device/0016_train,,15,5,1,13,62
db2csv/device/0017_train,,11,5,1,13,61
db2csv/device/0040_train,,28,8,2,16,62
db2csv/device/0032_train,,13,6,1,7,37
db2csv/device/0001_train,,6,6,1,7,37
db2csv/device/0002_train,,6,6,1,7,37
db2csv/device/0020_train,,34,12,3,34,136
db2csv/device/0033_train,,15,7,2,26,90
db2csv/device/0021_train,,28,7,2,22,86
db2csv/device/0019_train,,34,12,3,34,136
db2csv/device/0028_train,,11,6,1,8,40
db2csv/device/0024_train,,27,7,2,21,85
db2csv/device/0015_train,,15,5,1,13,62
db2csv/device/0011_train,,12,5,1,24,84
db2csv/device/0029_train,,11,6,1,8,38
db2csv/device/0035_train,,24,5,1,12,60
db2csv/device/0026_train,,30,7,2,21,85
db2csv/device/0038_train,,15,8,2,18,64
db2csv/device/0023_train,,27,7,2,21,85
db2csv/device/0018_train,,11,5,1,13,61
db2csv/device/0005_train,,12,6,1,7,37
db2csv/device/0014_train,,8,6,1,7,37
db2csv/device/0027_train,,11,6,1,8,40
db2csv/device/0036_train,,24,5,1,12,60
db2csv/device/0003_train,,9,6,1,12,42
db2csv/device/0007_train,,9,5,1,24,72
db2csv/device/0037_train,,15,8,2,18,64
db2csv/device/0030_train,,11,6,1,8,38
db2csv/device/0022_train,,28,7,2,22,86
db2csv/device/0013_train,,8,6,1,7,37
db2csv/device/0010_train,,8,3,1,9,25
db2csv/device/0031_train,,13,6,1,7,37
db2csv/device/0039_train,,28,8,2,16,62
db2csv/device/0034_train,,15,7,2,26,90
db2csv/device/0004_train,,9,6,1,12,42
db2csv/device/0008_train,,9,5,1,24,72
db2csv/device/0009_train,,8,3,1,9,25
db2csv/book_2/0006_train,,9,5,1,14,42
db2csv/book_2/0012_train,,23,8,2,24,82
db2csv/book_2/0016_train,,14,4,1,12,42
db2csv/book_2/0017_train,,15,8,2,20,78
db2csv/book_2/0001_train,,6,4,1,11,41
db2csv/book_2/0002_train,,9,4,1,20,50
db2csv/book_2/0020_train,,8,5,1,8,36
db2csv/book_2/0021_train,,19,5,1,9,37
db2csv/book_2/0019_train,,8,5,1,8,36
db2csv/book_2/0015_train,,13,5,1,8,36
db2csv/book_2/0011_train,,26,8,2,20,78
db2csv/book_2/0018_train,,24,5,1,8,36
db2csv/book_2/0005_train,,9,4,1,20,60
db2csv/book_2/0014_train,,11,5,1,12,45
db2csv/book_2/0003_train,,9,4,1,20,50
db2csv/book_2/0007_train,,12,5,1,9,37
db2csv/book_2/0013_train,,14,5,1,9,37
db2csv/book_2/0010_train,,23,8,2,24,89
db2csv/book_2/0004_train,,12,4,1,19,49
db2csv/book_2/0008_train,,11,5,1,8,36
db2csv/book_2/0009_train,,11,5,1,10,38
db2csv/college_1/0101_train,,31,13,2,64,351
db2csv/college_1/0121_train,,118,25,5,46,284
db2csv/college_1/0006_train,,40,15,3,72,439
db2csv/college_1/0053_train,,8,6,1,12,67
db2csv/college_1/0156_train,,49,15,3,71,437
db2csv/college_1/0127_train,,24,17,2,20,163
db2csv/college_1/0025_train,,21,6,1,12,68
db2csv/college_1/0048_train,,13,12,1,13,106
db2csv/college_1/0159_train,,28,14,2,14,114
db2csv/college_1/0094_train,,23,12,1,9,99
db2csv/college_1/0086_train,,12,6,1,16,81
db2csv/college_1/0041_train,,27,9,2,34,177
db2csv/college_1/0012_train,,12,6,1,12,67
db2csv/college_1/0082_train,,49,16,4,37,187
db2csv/college_1/0135_train,,49,15,3,71,437
db2csv/college_1/0100_train,,38,9,2,34,178
db2csv/college_1/0140_train,,34,16,3,69,387
db2csv/college_1/0084_train,,9,6,1,22,77
db2csv/college_1/0016_train,,12,6,1,12,67
db2csv/college_1/0091_train,,14,7,1,38,261
db2csv/college_1/0142_train,,49,19,4,91,510
db2csv/college_1/0017_train,,14,6,1,12,67
db2csv/college_1/0157_train,,28,13,2,55,342
db2csv/college_1/0044_train,,17,5,1,33,132
